geneNames	baseMean.cobi	log2FoldChange.cobi	padj.cobi	baseMean.tnf	log2FoldChange.tnf	padj.tnf	bubbleSize
FBXL18	353.877890174894	0.38613302168435	0.0226234053288946	353.877890174894	0.0724161720194554	0.738240021078255	1
AC017083.3	539.139040126475	-0.304906947975314	0.0226376380241456	539.139040126475	0.122236418114861	0.452383803772323	1
MKLN1	1583.6959361618	-0.218995993274056	0.0226376380241456	1583.6959361618	0.0576205426151797	0.689466209182111	1
UQCR10	658.228169536838	-0.284779955927696	0.0226794126734545	658.228169536838	-0.0889662960059776	0.603220292832902	1
AC021218.1	34.4338083614017	-1.05960877703925	0.0226964996454797	34.4338083614017	0.971904288123562	0.0236344824386833	1
CSF1	92.9280842505584	0.667230300460291	0.0227411041778417	92.9280842505584	1.81297814428494	3.29583000128797e-09	1
C15orf61	79.0221372027194	-0.706591551141709	0.0227417269338554	79.0221372027194	0.0218926211018943	0.931638865027774	1
FOXO6	84.1219920878599	0.642954122728156	0.0227909755223559	84.1219920878599	-0.208835726642537	0.300199079376049	1
SRA1	391.18444714809	-0.35166618251718	0.0228017455029602	391.18444714809	-0.0375453110600031	0.874259744983507	1
RAB3A	88.499356133621	-0.653681013388503	0.0228398455227398	88.499356133621	-0.817937067013403	0.00811725359017538	1
ZNF320	310.263390645177	0.387856165134083	0.0228398455227398	310.263390645177	-0.0568584709762782	0.802553548565985	1
KCND3	29.5507449658885	1.0317726564351	0.0228462889724906	29.5507449658885	-0.0428317763749276	0.770836835515357	1
ATP11A	1462.13040678105	0.208767198272151	0.0228880079368005	1462.13040678105	-0.210567628231245	0.036494653416975	1
APOBEC3D	44.9350890616948	0.823620138046233	0.02290358184917	44.9350890616948	-0.0685577125726495	0.696748911129997	1
TUBB2B	36.73791270956	-0.926152315633697	0.0229803302635189	36.73791270956	0.0743034882147797	0.674074235126254	1
UNK	536.731070913669	-0.323668198972689	0.0229866981311293	536.731070913669	-0.131241878444348	0.438938545135165	1
DTX2	151.096405236445	-0.516331668268615	0.0230916321916837	151.096405236445	0.0795964073197717	0.726498606477341	1
NR2F1-AS1	133.554886142625	-0.540457966741664	0.0231106646022416	133.554886142625	-0.130586049469759	0.529660619312077	1
AC092587.1	380.520528515813	-0.353069745387878	0.0231385532703553	380.520528515813	0.104649639272304	0.576074142682215	1
AC069503.2	430.404388472169	-0.344559899985028	0.0231604529032203	430.404388472169	-0.0823697068556384	0.674597381345704	1
SSR4	846.851915760091	0.269056731022333	0.0232132999618922	846.851915760091	0.0236946057941797	0.90954099813606	1
GXYLT1	263.485861524664	-0.433423512110341	0.0233113353846362	263.485861524664	0.078098967874584	0.727050350628578	1
TSPO	615.955929164697	0.299258330139376	0.0233160340941722	615.955929164697	-0.0162988945596056	0.950829672592138	1
ACAD9	524.590032626401	-0.314181539222793	0.0233202593392832	524.590032626401	-0.173377225546517	0.263143535730762	1
CNDP2	914.15056843922	0.248579567785279	0.0233400802304829	914.15056843922	0.0204857206188065	0.929116074854212	1
C11orf24	279.368143013855	-0.422772775583054	0.0233513143191019	279.368143013855	0.380033980825462	0.0368809128648059	1
DES	40.0462172531612	0.833579306396465	0.0234541327925276	40.0462172531612	-0.301050602713166	0.128906944030576	1
KRT222	98.749178705547	0.613166101805291	0.0234742138558455	98.749178705547	-0.048168744582348	0.83820613823095	1
MMP24OS	623.175361965374	0.282603283114364	0.0234742138558455	623.175361965374	-0.218016345466729	0.116670379261292	1
HDHD2	271.33498639252	0.397032789873354	0.0234800832965204	271.33498639252	0.0384847049553217	0.878778863823923	1
MYSM1	793.501716215433	-0.307408474066173	0.0234851196765991	793.501716215433	0.0934548273788138	0.600920087290153	1
LY6E	1352.01532942887	-0.231629723898283	0.0234923356974588	1352.01532942887	-0.378980854142372	0.00018721947348191	1
RPS15AP1	27.3311252562624	-1.17588330650089	0.0235102229428744	27.3311252562624	-0.0454478801683123	0.737533097222772	1
KCNH3	490.823470642996	0.324422026690895	0.0235334244565592	490.823470642996	-0.408675566154424	0.00653284124215713	1
BCL7C	531.434155577144	-0.311555724279089	0.023534185574847	531.434155577144	-0.364186210552689	0.00980112212515906	1
PIGB	176.383870097084	0.480299454434103	0.0235659427800092	176.383870097084	-0.00260729095635528	0.9917508349868	1
SLC45A1	207.31923773288	-0.473276380943987	0.0235659427800092	207.31923773288	-0.142892059557706	0.483060788147574	1
SFI1	340.991045921311	-0.374887350752374	0.0236536147504737	340.991045921311	-0.159917094623821	0.373036450622289	1
ACTR1A	1461.59338156495	-0.213174655438089	0.0236807978123798	1461.59338156495	0.208216649410067	0.0379761549426373	1
AD000671.2	84.6601288867414	-0.640843486545999	0.0236807978123798	84.6601288867414	-0.00790061162064487	0.978811345197365	1
PMM1	241.118436670067	-0.426007083890686	0.0237013181784126	241.118436670067	-0.132585273492533	0.505484706182009	1
HOOK2	634.507491339919	0.288096537173908	0.0237065408960404	634.507491339919	-0.228452245857255	0.102705193657968	1
AC010503.5	170.98148366228	0.490787646787971	0.0237382706562714	170.98148366228	0.0589161417337602	0.804528013380523	1
DYNC2LI1	188.078211801026	0.475123133078375	0.0237483421960925	188.078211801026	0.128632951015584	0.533609063553887	1
GMCL1	509.703046249475	-0.34033429102218	0.0237483421960925	509.703046249475	0.185489025912514	0.253215537630798	1
AC018521.5	45.367009044013	0.818229113872526	0.0237783345572736	45.367009044013	0.0546504162135473	0.771717739956741	1
ACO1	1085.07105063751	0.231115133751784	0.0237783345572736	1085.07105063751	0.0441013886091798	0.798920264066087	1
ANAPC10	207.92386533818	-0.448109295696276	0.0238278720140468	207.92386533818	0.0348958067865323	0.893547909515374	1
CLN6	385.620297061718	-0.349742804207938	0.0238412869130901	385.620297061718	0.139319773699086	0.425835357798723	1
SCX	21.8630236873011	1.03785940201625	0.0238590751932142	21.8630236873011	-0.306275155315932	0.0498812713797752	1
CLPX	1126.71438525406	-0.236273238798354	0.0238719773335031	1126.71438525406	0.0442074712639727	0.79665241465268	1
FAM124A	63.1600757984694	0.717889935284626	0.0238972497138404	63.1600757984694	0.170009854727275	0.368087790055531	1
AC104581.2	283.985866570285	0.38757325552546	0.0239033348819215	283.985866570285	0.0460968525782204	0.84875744966593	1
SIPA1L1	790.447638410413	0.288225633178924	0.0239033348819215	790.447638410413	-0.0533422407505588	0.785222237218059	1
TMEM165	864.594245186344	0.262580597814034	0.0239816631995377	864.594245186344	0.147431342219788	0.291251283719091	1
NFATC1	389.129836398162	0.342769052319512	0.0240025751724932	389.129836398162	-0.0436193468870735	0.847672407402486	1
ZNF134	186.701451826517	0.471341031351805	0.0240959497736952	186.701451826517	-0.0764152247105816	0.737256014702076	1
HLA-DMA	129.927639879336	0.53919993151203	0.0242123008991769	129.927639879336	-0.082174985081845	0.710918199014709	1
RRAGB	106.696260487662	0.574592308872235	0.0243500090027764	106.696260487662	-0.133004073637132	0.516281737202605	1
GANC	193.337602762372	0.45700112218939	0.0243749755263942	193.337602762372	-0.0489149828813763	0.843490372685638	1
FBXO44	356.287778597927	0.363959972541374	0.024378433205645	356.287778597927	-0.331520887112255	0.0520350444997494	1
RPN2	3842.77903891056	0.164009516060242	0.024378433205645	3842.77903891056	-0.0769939649222403	0.453768044475942	1
GLIPR2	257.454933045538	0.412947399414117	0.0244180182700315	257.454933045538	-0.11107520540725	0.59019570897079	1
TRRAP	2255.00224006694	-0.186085814681972	0.0244283043412298	2255.00224006694	-0.0447382006046134	0.741398597537467	1
AC092329.3	48.1530921513356	-0.849365724905077	0.0244869566087717	48.1530921513356	0.0422334087365663	0.839698573431814	1
ERC1	1007.16883240732	0.243566748449881	0.0245268009406048	1007.16883240732	0.0897214483178013	0.546320928945953	1
SERPINB1	1514.59828880248	0.22877422395866	0.0245268009406048	1514.59828880248	0.520344212790047	5.7288586660441e-08	1
CASC4	2149.80654599149	0.198761701590532	0.0245378008388622	2149.80654599149	0.0149795286520869	0.932854916591427	1
AC012073.1	34.374798077321	-0.913304445209671	0.0246394497427113	34.374798077321	-0.117588786898178	0.458497535023911	1
KEAP1	1065.83279817906	0.237331421026894	0.0246520554316413	1065.83279817906	-0.288523273314024	0.00935022222100276	1
SLC2A3P1	261.247190452	-0.40546997680603	0.0246955553303834	261.247190452	0.098227624760024	0.632597797252346	1
TUFT1	300.479940891971	0.390025669528916	0.0247827122102499	300.479940891971	0.0104346391083513	0.971611847616589	1
CCDC88C	204.970338172953	0.445568833469957	0.0247968264216945	204.970338172953	0.105030385223383	0.620941849453585	1
DUS4L	168.04280300744	-0.516098763365627	0.0248306886512539	168.04280300744	0.514814197260854	0.0201828495346526	1
FZR1	709.541892221945	-0.283283271722626	0.0248306886512539	709.541892221945	-0.00890109135020386	0.970171210054616	1
CD164	3333.40858776785	0.229582142589614	0.0248350048194051	3333.40858776785	0.230735747127217	0.0349200925557455	1
ZNF792	52.8375424268748	0.739997846971202	0.0248413047174547	52.8375424268748	-0.335682153168076	0.136446128714059	1
AP005263.1	1584.29763209936	-0.206759085310933	0.0248456803719846	1584.29763209936	0.0478092946015498	0.748288042915023	1
FKBP1B	103.210979327007	0.593651591919674	0.0248465216721531	103.210979327007	-0.22306769666342	0.281842160856927	1
WRAP73	423.293939785053	-0.331054848148631	0.0248474404537061	423.293939785053	0.0146698378456675	0.95422799565011	1
FAM95C	91.3328397405003	-0.626146612366361	0.0248484070746735	91.3328397405003	-0.0812826441965679	0.706113444763227	1
SAR1B	479.999871925143	0.330153370834928	0.0248543779426693	479.999871925143	0.134512986724857	0.443063879781581	1
MAML2	111.091580970388	0.571168100119068	0.0249497415652356	111.091580970388	-0.0761841483711562	0.734707580021787	1
DCTN1	1894.19610034654	0.20446634417681	0.0249885936984173	1894.19610034654	-0.222114336500445	0.0237971690164325	1
FAAH2	101.990870581497	0.600661116896604	0.0249957725853978	101.990870581497	0.3347536762143	0.142398092875903	1
FAM3C2	196.321496323239	-0.842062378031955	0.0250240679403481	196.321496323239	0.039611204289983	0.844084391693832	1
TMEM187	89.9095166516279	-0.629858286867324	0.0251520063657092	89.9095166516279	0.0353953165960099	0.888047013364475	1
FER1L4	179.35359160871	0.458000555396283	0.0251887407490744	179.35359160871	-0.136826751444227	0.505377396282826	1
C16orf70	265.697647709846	0.402851677994142	0.0251941813249632	265.697647709846	0.0383349659036441	0.880019905369516	1
TTLL7	389.493590273701	0.365591301600588	0.0251982052442539	389.493590273701	-0.261311887395624	0.130740835343353	1
DDX55	396.174159247503	-0.359988882559529	0.0252995249566069	396.174159247503	0.142045530517904	0.429706368495833	1
CHKA	412.640778866683	0.3503377510086	0.0253178295941401	412.640778866683	0.031220794947127	0.900279048558179	1
CDKAL1	218.492025519083	-0.436192262765336	0.0253349735916828	218.492025519083	-0.0463021377636553	0.850635936758788	1
MPZL3	212.475617566475	-0.456731854090157	0.0253832077414638	212.475617566475	0.354373660049311	0.0692698606828333	1
CPSF2	1461.22595319184	-0.21458334686974	0.0254028477649272	1461.22595319184	0.202622059375382	0.0488938466138725	1
DMAC2	519.151073874335	-0.317153577442969	0.0254232244131543	519.151073874335	-0.00838820927480941	0.974735982585333	1
ABTB2	334.947260682054	0.388582774643281	0.0254918797893662	334.947260682054	1.72939233930766	8.85300704418216e-28	1
ACBD6	439.455214636438	-0.329960621019594	0.0254918797893662	439.455214636438	0.052008947366741	0.810075970433826	1
RABL3	476.086903004207	-0.323096541857738	0.025502621703277	476.086903004207	0.174984819162447	0.267675324677382	1
TCHP	197.351279448437	-0.458784735931479	0.0255269734066655	197.351279448437	-0.00435438414009218	0.987261474295755	1
CAP2	97.9632983039923	0.605183819650284	0.0256002493090159	97.9632983039923	-0.222272085329995	0.281694908569892	1
KYAT1	78.0300813985825	-0.677144367764027	0.0256259041867359	78.0300813985825	-0.28197681237535	0.193714263011252	1
FAM78A	77.4760765127345	0.640365676093129	0.0256459638077838	77.4760765127345	-0.0553355055326256	0.79665241465268	1
MDGA1	118.796289240332	-0.54168331295574	0.0256984481602827	118.796289240332	-1.29659392017689	1.60999715812896e-06	1
SIAH1	333.91090759138	-0.383861696784894	0.0257170643235053	333.91090759138	0.0138504667044605	0.959806715888139	1
SRPRB	546.373336859925	-0.304342084439256	0.0257726653426111	546.373336859925	0.0652295867639399	0.73564703858998	1
ARCN1	3049.12010844586	-0.168912832092326	0.0257736172475185	3049.12010844586	0.0738143433665533	0.50358178407065	1
FNDC11	41.5122016760705	0.812762562672867	0.0257889492433036	41.5122016760705	-0.010792359033466	0.961189291090517	1
FYCO1	589.905368981649	0.288355741322601	0.0259007595606225	589.905368981649	0.227906480804802	0.0974671419928098	1
CTTNBP2	132.804580700559	0.530380317121629	0.0259124552979412	132.804580700559	0.107951621424764	0.613745067038524	1
YBX1P10	248.375020635423	-0.418133183912483	0.0259502401611635	248.375020635423	0.137499818404605	0.484444934336332	1
ZFAND3	795.801253461881	0.256647676553333	0.0259548921912039	795.801253461881	0.309441560871644	0.00856997152903038	1
LINC00659	40.2796246156496	-0.832076751240984	0.0261177852535947	40.2796246156496	-0.508312288972512	0.0801938532347676	1
DENND4C	717.623139799302	0.273966111693047	0.0261571219965706	717.623139799302	-0.052322545394533	0.783121535255582	1
CHN2	29.8979573746872	1.01040952745432	0.0261850304294496	29.8979573746872	0.0332974969017895	0.836014685543181	1
ATP1A1	7245.25085034601	-0.142781873203133	0.0261922741251937	7245.25085034601	0.0105052448218139	0.938987971359988	1
KRBOX4	116.995611676981	-0.596640910141652	0.026289265693219	116.995611676981	-0.0670329251918385	0.765310147366825	1
CAMLG	595.158915088783	-0.294955150539468	0.0263215036616854	595.158915088783	0.121272292441862	0.454938173520409	1
SETD3	682.553972938407	-0.273921523102292	0.0263493100107493	682.553972938407	0.114191533906565	0.458824668101556	1
ARFGEF2	1257.13432433282	0.221664181795388	0.0264124828891134	1257.13432433282	0.166086048504145	0.145662955661713	1
DENND6B	113.327943601069	0.553821720781042	0.0264399224293444	113.327943601069	-0.132016309948375	0.521489494598828	1
CCNC	1770.44205007203	-0.252877427883608	0.0264970876477485	1770.44205007203	0.22324066673076	0.0667997244239854	1
FMO4	42.0450623102716	0.848141588083597	0.0265125438417323	42.0450623102716	0.0349860715738099	0.857056091821932	1
ADPRH	54.0874991106648	0.757407176801371	0.0266144233276674	54.0874991106648	0.178116123001218	0.32510777902524	1
PDE7B	42.1011624105022	0.801637096084106	0.0266144233276674	42.1011624105022	-0.14498366994991	0.367300735661927	1
CNKSR1	308.765761726582	0.370133247910305	0.026651352460499	308.765761726582	0.140553738222143	0.454463239296926	1
CPT2	327.378542407637	0.360588408996763	0.026651352460499	327.378542407637	-0.0299428536951725	0.9054106695357	1
MUC4	23.3482752446077	0.995530101412271	0.026651352460499	23.3482752446077	-0.0521999737279001	0.705250075215768	1
NICN1	104.347676957744	0.593513452561457	0.026651352460499	104.347676957744	-0.0293525212692562	0.908427088535089	1
THEMIS2	127.602951416148	0.534446936690073	0.026651352460499	127.602951416148	-0.0177712795958756	0.947968999110202	1
FCHO2	438.023201264486	0.330897361360596	0.0266523285724856	438.023201264486	0.364246307865757	0.0165458897777678	1
AC010733.1	272.325582981458	-0.431862676991929	0.0266736226427602	272.325582981458	1.14305120040782	2.24958774382195e-10	3
ILDR2	68.779089247293	0.686260069955627	0.0266736226427602	68.779089247293	0.0726214622615542	0.724285701730771	1
RAB11B	986.201556070673	-0.24182788140147	0.0267492819062084	986.201556070673	-0.114138397738064	0.411614825163987	1
ARHGAP1	583.769240527931	0.284896189943091	0.0268723525868781	583.769240527931	-0.0287802251523706	0.898685017501701	1
AL035661.1	30.4594047102591	0.904966879499753	0.0269027009794091	30.4594047102591	0.0505095263636679	0.760146412739552	1
EOLA1	69.1828170424226	-0.689963092872739	0.0269129129196482	69.1828170424226	0.034150170897099	0.887323994708711	1
EIF4G3	924.307422670648	-0.253698068464662	0.026917201252887	924.307422670648	0.0845064086061028	0.591112170104494	1
EPN1	1051.92021142906	-0.239028470644194	0.026953897400848	1051.92021142906	-0.0546427970246235	0.727710668270124	1
ACER3	556.484270116162	-0.320769426887292	0.0269751125970988	556.484270116162	0.314124032744683	0.031602148599993	3
FAM111A-DT	60.1996845701234	0.732747737877125	0.0269932783849621	60.1996845701234	0.149620248469387	0.415216395491324	1
AC004593.2	29.7193836830713	1.00596635565738	0.0270032072894313	29.7193836830713	0.0286937677840211	0.860722729405423	1
OSR2	83.3388511920657	0.647398243331168	0.0270249728581553	83.3388511920657	-0.179966054911287	0.357852384168654	1
SETD2	1118.88238193884	0.228778333966207	0.0270368908946096	1118.88238193884	-0.0755738837143043	0.621245183915352	1
TVP23C	147.964784862987	0.495218304654314	0.0270505101287016	147.964784862987	0.0456890815034759	0.856397144426838	1
CAMSAP1	898.537908154023	-0.245269683003687	0.027088789468455	898.537908154023	0.182015914209967	0.135672644714186	1
MN1	92.770976618924	0.58389804089857	0.0271204982611736	92.770976618924	-0.396163730424804	0.106467784422436	1
ATG4C	177.591026203816	-0.486684509441815	0.0271261558655803	177.591026203816	-0.00560854556517218	0.985331701103156	1
ME2	1046.86300681309	-0.235659868098419	0.0271261558655803	1046.86300681309	0.25062000111671	0.0225083859384352	3
FN3K	75.3200502849803	0.655688463066537	0.0271263905035313	75.3200502849803	-0.268524338532471	0.205331447563582	1
USP32	1399.05345608513	-0.206680238208626	0.0271263905035313	1399.05345608513	-0.0270628421538506	0.875625118571588	1
MT-TR	90.614287536775	0.610177910443688	0.0271630541630063	90.614287536775	0.038130051389213	0.877086952722873	1
PRDX4	1417.8192379041	-0.238694705220289	0.0271630541630063	1417.8192379041	-0.0228822402496164	0.911675082768476	1
CENPB	880.76271585977	0.250923567572737	0.0271883685093078	880.76271585977	-0.104311377245149	0.488567604009205	1
MT-TI	68.4857275419494	0.692406133475858	0.0272102417131185	68.4857275419494	0.406826967548842	0.108384039264344	1
FABP5P7	157.692759113062	-0.499170245075603	0.0272268705527745	157.692759113062	0.119364406838702	0.569259725480229	1
METTL15	651.494214938606	0.291848606261411	0.027261617334438	651.494214938606	-0.105123328885783	0.537155849075592	1
SULT1C2	32.7080239139574	0.886738105895157	0.027261617334438	32.7080239139574	-0.0506686089199707	0.755878533836647	1
METAP2	2517.93272629793	-0.191632733156949	0.0272763933620896	2517.93272629793	0.11574212111701	0.277093231109344	1
CRYBG2	92.8810755772552	0.610924079444201	0.0273009375556782	92.8810755772552	-0.072756214469397	0.73564703858998	1
ATP5ME	688.783607603116	-0.268022581749802	0.0273116480152846	688.783607603116	-0.0912389057711599	0.572948278916858	1
RAB40B	206.163872583034	0.457713224630372	0.0273830572513401	206.163872583034	-0.219302188182089	0.272942990080936	1
MOSPD1	920.500012077591	0.274251412309508	0.0273860548965785	920.500012077591	0.706225991002632	6.09162279392746e-10	1
PCSK9	873.817589408547	-0.26377871348025	0.027424666988859	873.817589408547	-0.46663238587796	8.15484317614338e-05	1
PDK3	687.428341402723	-0.317615306165898	0.0274407530534924	687.428341402723	-0.348330542727505	0.0182373468855045	1
PUS1	354.729499147597	-0.35284563260837	0.0274642579015511	354.729499147597	0.29298837668793	0.0667165988860927	1
DAPK2	67.3900579415726	0.685130936042947	0.0274644039715705	67.3900579415726	-0.293389175455561	0.174141021336711	1
PRDX5	2252.02564487162	0.183897186859631	0.0274906680280144	2252.02564487162	-0.129962600426178	0.199054056534426	1
STRIP1	430.775450519268	0.328866755168278	0.0274977967359083	430.775450519268	0.0077481966260273	0.979035789397858	1
NCS1	1050.74330651606	-0.231723684584245	0.0275137808840323	1050.74330651606	0.134534863845803	0.285582568691421	1
PIBF1	361.908840243327	-0.366100205550012	0.0275312345877282	361.908840243327	0.21082767156985	0.217571067295687	1
PPIB	4108.35056660179	0.154754013845181	0.0276165913964924	4108.35056660179	-0.0817102977914867	0.396035814413207	1
TFCP2	613.504931820671	0.293849958995356	0.0277365081248159	613.504931820671	-0.0279230566448257	0.903040901625554	1
BCL3	290.202829904541	-0.401074244042449	0.0277395139283122	290.202829904541	0.30150283617216	0.0904505507597849	1
ENKD1	136.022574380918	-0.537311524456846	0.0277575172370302	136.022574380918	0.0822868258673957	0.714053177903917	1
AF117829.1	142.487695666255	0.506518795515246	0.0277610278075817	142.487695666255	0.0454573289891726	0.856397144426838	1
TTC31	288.378493993244	-0.392699108930203	0.0277792253032594	288.378493993244	0.0124149115842813	0.963827460060936	1
MIIP	228.849652962523	-0.424925480998359	0.0278388695938834	228.849652962523	-0.118925132084406	0.55920978968284	1
TMEM184B	973.985581046105	0.250927909560832	0.0279548044467454	973.985581046105	0.114155469466369	0.435580615160247	1
COL5A2	70.5565719509609	0.65858989176865	0.0280129085335771	70.5565719509609	0.0131537534203255	0.960123344677023	1
JMJD7-PLA2G4B	190.382910394122	0.449902666150154	0.0281340110042891	190.382910394122	-0.118534939637182	0.574410045142223	1
DPM3	186.289843038161	-0.460880674089326	0.0281432901101605	186.289843038161	-0.718708308742197	0.00105502610835922	1
PCNP	1953.48895703044	-0.233431071668502	0.0281597419591805	1953.48895703044	0.137558573458347	0.277347495628652	1
AL354718.1	28.1466751088249	-0.949047636061705	0.0281715127202997	28.1466751088249	-0.0717004321635177	0.650094043053465	1
SLC45A4	247.136299929378	0.415643787252203	0.02824362175795	247.136299929378	0.199611404873462	0.293777048804768	1
FANCL	248.111117876154	-0.413850260285059	0.0282450426647188	248.111117876154	0.0899713526466334	0.672161626124919	1
CCNJL	62.3911779807503	0.691515229672331	0.0282464955143209	62.3911779807503	-0.288584827153596	0.175683437158122	1
COPS8	491.922421528251	-0.326518519486053	0.0282701358627701	491.922421528251	-0.00323786382478454	0.990013021800758	1
WWC2	769.181452970099	-0.261395141124757	0.0283347542497246	769.181452970099	0.528019522053245	1.96055582020293e-06	1
SPDYC	22.9426288552024	0.976834114219059	0.0283409102634862	22.9426288552024	-0.0906482294030721	0.461915018941018	1
PSKH1	302.311441659247	0.374757871325514	0.0283476946472589	302.311441659247	-0.131352226081308	0.49766957176185	1
MKS1	319.989560510697	-0.392799062905429	0.0283492529117243	319.989560510697	-0.327847865029769	0.0695545929068536	1
OSBPL1A	401.92456594236	0.328590365281971	0.0283501798551598	401.92456594236	-0.0266183646528492	0.912686544725487	1
NEMF	772.758977287475	0.258350812525981	0.0283889149573131	772.758977287475	0.0874415058413544	0.59019570897079	1
PANX2	142.257400316216	0.532867130875789	0.0285043104608361	142.257400316216	0.0399866608509395	0.876848806872141	1
B4GALT3	510.785729444337	-0.313258148490428	0.0285156958701638	510.785729444337	-0.00551081588596527	0.983614903175956	1
AL035078.4	1492.56083911624	0.201119336968834	0.0285331200804111	1492.56083911624	0.0573951454046243	0.688738691112532	1
ALG9	314.600412036996	-0.36850468110021	0.0285821625686945	314.600412036996	0.0365734458173826	0.882075140343941	1
MGAT4B	1382.85576535855	0.226991626487108	0.0286650492717	1382.85576535855	0.255624923313783	0.018014770993557	1
RGL1	47.9640342043161	0.750838261203286	0.0287034245404233	47.9640342043161	-0.0584832725179124	0.75728656206422	1
AC012531.1	19.3032638378839	1.05883451021722	0.0287781517031261	19.3032638378839	0.0215339600671572	0.886735046857629	1
SCAF4	479.860726297986	-0.307323230816031	0.0288401303654059	479.860726297986	-0.0442280845381429	0.834513852642416	1
CDK8	511.487014036305	-0.307748984188402	0.0288422465640921	511.487014036305	0.0965114889839589	0.590758511777549	1
RUBCN	374.750410951142	0.343032168945292	0.02885983014695	374.750410951142	0.242814150797229	0.13882112891754	1
RFESD	29.9219606558393	-0.931276093507755	0.0289492282899928	29.9219606558393	-0.0424719473201345	0.809828190781143	1
AC012651.1	41.4465557917537	0.813106070489833	0.0290598034727318	41.4465557917537	0.0226265723197112	0.91378418627027	1
GOLGA8B	404.651653235519	0.334120256901828	0.0291086713545431	404.651653235519	0.450103332134085	0.0033387222036283	1
AC004542.4	67.0540671969993	0.7191502595556	0.0291574790863628	67.0540671969993	0.133016371043074	0.469836303081221	1
AC008687.8	41.9271303185371	0.800263094595521	0.0291759474253462	41.9271303185371	-0.124266493621256	0.433514259494752	1
ACAD8	260.841508960436	0.390232701491221	0.02922207047344	260.841508960436	-0.0314624600756069	0.903086247264097	1
YPEL3	74.7087103720197	0.633919912077073	0.029289442025047	74.7087103720197	-0.283654319556606	0.191080016079432	1
AKAP12	61987.5105590269	0.153754384172438	0.0292901292327806	61987.5105590269	0.308646466158656	5.29854304294503e-06	1
AC132217.1	50.5219003398111	0.727151912677006	0.0292987033194541	50.5219003398111	-0.530147384071906	0.0771613292122405	1
ZSCAN16	64.3536329572622	0.680991120526058	0.0293314024476312	64.3536329572622	-0.0976024377510863	0.606320142853884	1
DHRS11	179.606058367463	-0.460326851202088	0.0293843932634524	179.606058367463	-0.152972137547996	0.449978804655973	1
TMEM229B	26.5590064610832	0.989198554306344	0.0294412644176064	26.5590064610832	0.0364438157039042	0.8123853033095	1
MGA	1025.22913456393	0.236605507972687	0.0294672984828471	1025.22913456393	0.195971667052418	0.101956573329064	1
CHCHD3	2519.14134667226	-0.174497721896392	0.029520640769154	2519.14134667226	-0.0904152930147843	0.400671976101333	1
NDUFV2	1516.78090922706	-0.204642295162892	0.029530088319787	1516.78090922706	0.0440971821878343	0.783087211227507	1
TMEM192	396.035687315555	-0.335180016752619	0.0295659800980201	396.035687315555	0.12830521299339	0.470627825438622	1
AC108516.2	215.418270324148	-0.432658971868843	0.0296518449442869	215.418270324148	-0.0902047322255087	0.676233191108582	1
RNF215	172.805416417618	-0.468642843427714	0.0297040265552267	172.805416417618	-0.273190171854145	0.17560533524465	1
ABCA7	808.597210304032	0.267067763930495	0.0297225857290916	808.597210304032	0.0524436913168134	0.772676681723827	1
MIR1178	18.3956796387096	-1.15887697854255	0.0298431929619351	18.3956796387096	0.0341126880255758	0.820789217934492	1
PRR14L	1398.00741017828	0.210999956629699	0.0298431929619351	1398.00741017828	0.0270471757577507	0.880978011595994	1
AGPAT3	1017.25611359439	0.230765399886702	0.0298768659309395	1017.25611359439	0.153085503095945	0.220172872507965	1
POLR1B	950.663968949287	-0.274524960402188	0.0299083818037265	950.663968949287	0.118397228204666	0.454244326013224	1
GABRQ	206.385174057848	-0.436220374899006	0.0299405063301596	206.385174057848	0.103502714531965	0.622088184164927	1
SPICE1	218.809060331609	-0.429664880011838	0.0299481339586645	218.809060331609	-0.108175557930122	0.604011285886175	1
PRKAB1	218.391816210568	0.431272047746016	0.0299492669667418	218.391816210568	-0.0176276515234715	0.949047881060009	1
LTA4H	2418.13620763284	0.185167983184329	0.0301056216786111	2418.13620763284	-0.113159142705087	0.285086466773669	1
NSUN6	140.057640593744	-0.505582477646107	0.030176050148876	140.057640593744	0.083044865509918	0.711636719187237	1
MTFR1L	456.650944514011	0.316220605630925	0.0301770720542031	456.650944514011	-0.263052420871209	0.0916787127610736	1
TJAP1	392.714384375494	-0.37109916748005	0.0302225670180831	392.714384375494	0.219170137711993	0.210029544711989	1
AC020978.5	131.142443647557	0.515083633605357	0.0302365813560967	131.142443647557	0.183407171410741	0.369616572731914	1
PPP1R13L	664.459814826598	-0.294373247254024	0.0303109422058241	664.459814826598	-0.132426994127079	0.413143310430453	1
GOPC	793.992386376347	0.259083258194774	0.0303511934035912	793.992386376347	-0.00701266650241746	0.978440853267687	1
CYRIA	18.4154195166705	1.0478243213662	0.0303939249935428	18.4154195166705	0.0221831834066748	0.883386543682207	1
ITPRIPL1	157.589208289997	-0.526942594747092	0.0304530302254418	157.589208289997	0.110586356961187	0.604755932389287	1
RUSC2	207.227491609495	-0.439779685856683	0.0304653783645167	207.227491609495	0.360808865735918	0.0625401715944455	1
RPS4X	12319.7944767694	0.133802821018474	0.0304812572509269	12319.7944767694	0.00388135625227987	0.964869085503162	1
ZNF274	147.506428562431	-0.507719224152332	0.0305230754033244	147.506428562431	0.0701791654087731	0.76037376347973	1
