Cobi_24_1_S54	Cobi_24_2_S55	TNF_24_1_S58	TNF_24_2_S59	UT_24_1_S52	UT_24_2_S53
LPCAT3	870.743042587186	906.321455380481	491.576170533617	465.005892967724	629.595767036936	624.618884839733
C1S	44.4905204241628	51.5194330784728	32.6313946178632	34.2861487902469	30.8003684593609	28.3917674927151
AC006512.1	1.05929810533721	0	1.0526256328343	0	0.905893189981203	0
AC006512.2	0	0	0	0	0	0
C1R	126.056474535128	129.324291196983	25.2630151880231	21.4288429939043	31.7062616493421	35.9072353584339
C1RL	805.066560056279	877.933196337241	284.20892086526	261.431884525633	359.639596422538	336.525949987182
C1RL-AS1	123.937878324453	110.398785168156	110.525691447601	90.0011405743981	116.860221507575	114.40212195594
RBP5	5.29649052668604	2.10283400320297	2.1052512656686	1.07144214969522	0.905893189981203	0
RNU6-485P	2.11859621067442	1.05141700160149	2.1052512656686	0	0	0.835051985079857
AC018653.3	1.05929810533721	2.10283400320297	0	0	0.905893189981203	1.67010397015971
CLSTN3	751.042356684081	712.860727085808	352.62958699949	336.432835004298	396.781217211767	381.618757181495
AC018653.4	0	0	0	0	0	0
AC018653.1	0	0	0	0	0	0.835051985079857
PEX5	522.233965931244	505.731577770315	532.628570214155	504.649252506447	535.382875278891	539.443582361588
AC018653.2	0	0	0	0	0	0
ACSM4	0	0	0	0	0	0
CD163L1	134.530859377826	131.427125200186	156.84121929231	170.359301801539	137.695764877143	151.979461284534
AC131206.1	0	0	0	0	0.905893189981203	0.835051985079857
CD163	0	0	1.0526256328343	0	0	0
GAPDHP31	0	0	0	0	0	0
NIFKP3	0	0	0	0	0	0
AC006927.1	0	0	0	0	0	0
AC006927.2	0	0	0	0	0	0
AC006927.4	0	0	0	0	0	0
AC006927.3	0	0	0	0	0	0
AC006927.5	0	0	0	0	0	0
APOBEC1	0	0	0	0	0	0
GDF3	0	0	0	0	0	0
DPPA3	0	0	0	0	0	0
CLEC4C	1.05929810533721	0	0	0	0	0
NANOGNB	0	0	0	0	0	0
AC006517.2	0	0	0	0	0	0
NANOG	0	0	0	0	0	0
AC006517.1	0	0	0	0	0	0
SLC2A14	1.05929810533721	2.10283400320297	0	0	0	0
AC006517.6	2.11859621067442	0	0	2.14288429939043	0	0
AC006517.3	0	0	0	0	0	0
AC006517.5	0	0	0	0	0	0
AC006517.4	0	0	0	0	0	0
AC124891.1	0	0	0	0	0	0
NANOGP1	0	0	0	0	0	0
AC007536.1	0	0	0	0	0	0
SLC2A3	438.549415609604	361.687448550911	244.209146817557	292.503706866794	462.911420080395	522.74254265999
AC006511.7	0	0	0	0	0	0
AC006511.1	0	0	0	0	0	0
AC006511.2	1.05929810533721	0	0	0	0	0
AC006511.5	1.05929810533721	2.10283400320297	0	1.07144214969522	4.52946594990602	0.835051985079857
HSPD1P12	0	0	3.15787689850289	3.21432644908565	1.81178637996241	3.34020794031943
AC006511.3	0	1.05141700160149	2.1052512656686	1.07144214969522	0.905893189981203	1.67010397015971
FOXJ2	799.770069529593	794.871253210723	693.680292037802	661.079806361948	777.256357003872	779.938554064586
C3AR1	0	0	0	0	0	0
NECAP1	390.88100086943	398.487043606963	712.62755342882	671.7942278589	604.230757717463	605.412689182896
AC006511.4	8.47438484269767	5.25708500800743	1.0526256328343	3.21432644908565	1.81178637996241	5.01031191047914
AC006511.6	115.463493481756	142.992712217802	254.7354031459	240.003041531728	202.014181365808	212.938256195364
CLEC4A	3.17789431601163	3.15425100480446	5.26312816417149	4.28576859878086	4.52946594990602	2.50515595523957
POU5F1P3	0	0	0	0	0	0
AC092111.3	0	1.05141700160149	1.0526256328343	0	1.81178637996241	0.835051985079857
GCSHP4	0	0	0	0	0	0
ZNF705A	4.23719242134884	1.05141700160149	1.0526256328343	0	4.52946594990602	0.835051985079857
FAM66C	23.3045583174186	25.2340080384357	5.26312816417149	3.21432644908565	9.05893189981203	8.35051985079857
DEFB109F	0	0	0	0	0	0
AC092111.2	4.23719242134884	3.15425100480446	0	0	0	1.67010397015971
AC092111.1	2.11859621067442	5.25708500800743	1.0526256328343	1.07144214969522	1.81178637996241	0.835051985079857
FAM90A1	10.5929810533721	18.9255060288267	2.1052512656686	1.07144214969522	9.96482508979324	18.3711436717569
ALG1L10P	7.41508673736046	3.15425100480446	7.36837942984008	7.50009504786651	6.34125232986842	6.68041588063886
FAM86FP	16.9487696853953	14.7198380224208	9.47363069550868	1.07144214969522	15.4001842296805	12.5257797761979
LINC02449	20.126664001407	13.6684210208193	15.7893844925145	23.5717272932948	17.2119706096429	10.8556758060381
AC092745.5	3.17789431601163	10.5141700160149	2.1052512656686	3.21432644908565	1.81178637996241	5.01031191047914
ENPP7P5	0	1.05141700160149	0	0	0	0
AC092745.4	3.17789431601163	3.15425100480446	3.15787689850289	2.14288429939043	0.905893189981203	3.34020794031943
LINC00937	11.6522791587093	23.1311740352327	3.15787689850289	9.64297934725694	13.588397849718	11.690727791118
AC092745.2	2.11859621067442	1.05141700160149	0	0	0.905893189981203	1.67010397015971
AC092745.1	0	0	0	0	0	0.835051985079857
AC092745.3	0	0	0	0	0	0.835051985079857
RPS3AP43	0	0	0	0	0	0
AC092865.4	4.23719242134884	8.41133601281189	1.0526256328343	3.21432644908565	8.15303870983083	3.34020794031943
AC092865.3	2.11859621067442	3.15425100480446	1.0526256328343	1.07144214969522	0.905893189981203	0
AC092865.2	0	0	0	0	0	0
OR7E140P	0	0	0	0	0	0
OR7E148P	0	0	0	0	0	0
OR7E149P	0	0	0	0	0	0
CLEC6A	0	0	0	0	0	0
AC092865.1	1.05929810533721	1.05141700160149	3.15787689850289	1.07144214969522	0.905893189981203	1.67010397015971
RNU6-275P	0	0	0	0	0	0
CLEC4D	0	0	0	0	0	1.67010397015971
SUPT4H1P2	0	0	0	0	0	0
CLEC4E	0	0	0	0	0	0
AC092746.1	0	0	0	0	0	0
AC092184.1	0	0	0	0	0	0
AC092184.2	0	0	0	0	0	0
AICDA	0	0	0	1.07144214969522	0	0
AC092184.3	0	0	0	0	0	0
HADHAP2	2.11859621067442	3.15425100480446	2.1052512656686	2.14288429939043	2.71767956994361	2.50515595523957
MFAP5	0	2.10283400320297	0	0	0	0
AC092490.2	0	0	0	0	0	0
AC092490.3	0	0	0	0	0	0
RIMKLB	4.23719242134884	3.15425100480446	1.0526256328343	1.07144214969522	0	1.67010397015971
RPSAP51	0	0	0	0	0	0
A2ML1-AS1	0	0	0	0	0	0
AC092490.1	4.23719242134884	2.10283400320297	5.26312816417149	0	0	2.50515595523957
A2ML1-AS2	0	0	0	0	0	0
A2ML1	0	1.05141700160149	0	1.07144214969522	0	0
AC006581.2	0	0	0	0	0	0
PHC1	293.425575178407	293.345343446815	195.788367707179	184.288049747577	250.026520434812	255.525907434436
M6PR	1112.26301060407	1148.14736574882	1106.30954010885	1228.94414570041	1215.70866095477	1257.58828953026
KLRG1	12.7115772640465	9.46275301441337	7.36837942984008	7.50009504786651	9.96482508979324	5.01031191047914
AC006581.1	0	0	0	0	0	0
HNRNPA1P34	0	0	0	0	0	0
VDAC2P2	0	1.05141700160149	0	1.07144214969522	0	0
LINC00612	0	0	0	0	0	1.67010397015971
A2M-AS1	11.6522791587093	4.20566800640594	5.26312816417149	3.21432644908565	5.43535913988722	5.845363895559
A2M	0	1.05141700160149	1.0526256328343	0	1.81178637996241	0
KRT17P8	0	0	0	0	0	0
BTG1P1	1.05929810533721	0	0	0	0.905893189981203	0
PZP	0	0	0	0	0	0
TPT1P12	0	0	0	0	0	0.835051985079857
A2MP1	0	0	1.0526256328343	0	0	0
MIR1244-3	15.8894715800581	17.8740890272253	28.420892086526	22.5002851435995	17.2119706096429	32.5670274181144
PTMAP4	294.484873283744	317.527934483649	397.892489211365	433.934070626562	379.569246602124	465.12395568948
LINC00987	0	2.10283400320297	4.21050253133719	1.07144214969522	0.905893189981203	5.01031191047914
AC010175.1	0	1.05141700160149	2.1052512656686	1.07144214969522	0	0.835051985079857
AC009533.1	44.4905204241628	32.5939270496461	148.420214229636	143.573248059159	127.73093978735	149.474305329294
AC009533.2	0	0	0	0	0	0
AC009533.3	0	0	0	0	0	0
AC009533.4	0	0	2.1052512656686	1.07144214969522	0	2.50515595523957
LINC02367	2.11859621067442	2.10283400320297	3.15787689850289	3.21432644908565	6.34125232986842	7.51546786571871
AC009533.5	0	0	0	0	0.905893189981203	0.835051985079857
AC141557.1	11.6522791587093	10.5141700160149	27.3682664536917	30.000380191466	34.4239412192857	24.2165075673159
AC141557.2	0	0	0	0	0	0
DDX12P	44.4905204241628	42.0566800640594	257.893280044403	212.145545639653	232.814549825169	185.381540687728
AC092821.1	0	0	0	0	0	0
AC092821.4	20.126664001407	24.1825910368342	25.2630151880231	28.9289380417708	21.7414365595489	20.8762996269964
AC092821.2	8.47438484269767	8.41133601281189	16.8420101253488	18.2145165448187	28.0826888894173	18.3711436717569
AC092821.3	0	0	0	0	0	0
KLRB1	0	0	0	0	0	0
RNU6-700P	0	0	0	0	0	0
GOT2P3	0	0	0	0	0	0
AC010186.4	5.29649052668604	7.3599190112104	7.36837942984008	7.50009504786651	9.05893189981203	2.50515595523957
AC010186.1	1.05929810533721	0	0	0	0	0
AC010186.2	19.0673658960698	17.8740890272253	15.7893844925145	21.4288429939043	18.1178637996241	13.3608317612777
AC010186.3	11.6522791587093	5.25708500800743	11.5788819611773	9.64297934725694	8.15303870983083	7.51546786571871
CLEC2D	27.5417507387674	25.2340080384357	27.3682664536917	28.9289380417708	28.0826888894173	28.3917674927151
AC007068.1	8.47438484269767	9.46275301441337	7.36837942984008	7.50009504786651	13.588397849718	10.8556758060381
LINC02390	0	0	0	0	0	0
CLECL1	0	0	0	0	0	0
CD69	0	0	0	0	0	0
GCNAP1	0	0	0	0	0	0
KLRF1	0	0	0	0	0	0
CLEC2B	0	0	0	0	0	0
AC091814.1	0	0	0	0	0	0
KLRF2	0	0	0	0	0	0
CLEC2A	0	0	0	0	0	0
LINC02470	0	0	0	0	0	0
CLEC12A-AS1	0	0	0	0	0	0
CLEC12A	0	0	0	0	0	0
CLEC1B	0	0	0	0	0	0
CLEC12B	0	0	0	0	0	0
AC024224.2	0	0	0	0	0	0
CLEC9A	0	0	0	0	0	0
AC024224.1	0	0	0	0	0	0
CLEC1A	0	0	0	0	0	0
RN7SKP161	0	0	0	0	0	0
HNRNPABP1	0	1.05141700160149	0	0	0	0.835051985079857
CLEC7A	0	0	0	0	0	0
OLR1	1.05929810533721	0	0	0	0	0
TMEM52B	0	0	2.1052512656686	1.07144214969522	0	0
GABARAPL1	637.697459413	636.107285968899	673.680405013951	705.008934499452	591.548253057726	545.288946257147
AC115676.1	0	0	0	0	0	0
KLRD1	15.8894715800581	15.7712550240223	5.26312816417149	3.21432644908565	6.34125232986842	2.50515595523957
LINC02617	2.11859621067442	0	0	0	0	0
LINC02598	1.05929810533721	1.05141700160149	1.0526256328343	0	0	1.67010397015971
AC022075.1	12.7115772640465	12.6170040192178	9.47363069550868	5.35721074847608	20.8355433695677	19.2061956568367
KLRK1	4.23719242134884	2.10283400320297	5.26312816417149	9.64297934725694	31.7062616493421	11.690727791118
KLRC4-KLRK1	12.7115772640465	4.20566800640594	11.5788819611773	23.5717272932948	40.7651935491541	30.0618714628749
KLRC4	9.53368294803488	2.10283400320297	4.21050253133719	19.2859586945139	11.7766114697556	16.7010397015971
AC068775.1	24.3638564227558	12.6170040192178	45.2629022118748	48.2148967362847	53.447698208891	66.8041588063886
KLRC3	14.8301734747209	10.5141700160149	19.9998870238517	26.7860537423804	22.6473297495301	32.5670274181144
KLRC2	21.1859621067442	7.3599190112104	70.5259173998979	60.0007603829321	70.6596688185339	74.3196266721073
KLRC1	0	0	0	1.07144214969522	0.905893189981203	0.835051985079857
EIF2S3B	146.183138536535	117.758704179366	192.630490808676	191.788144795444	149.472376346899	166.175345030892
SLC25A39P2	0	0	0	0	0	0
LINC02446	0	0	0	0	0	0.835051985079857
KLRA1P	42.3719242134884	39.9538460608565	52.6312816417149	50.3577810356752	30.8003684593609	55.1134310152706
MAGOHB	193.851553276709	156.661133238621	379.997853453182	393.219268938144	346.05119857282	378.278549241175
STYK1	79.4473579002907	110.398785168156	114.736193978938	144.644690208854	111.424862367688	136.948525553097
YBX3	2908.83259725598	2922.93926445213	4774.70987053638	4735.77430165285	4512.25397929637	4287.15689139999
LINC02366	0	0	0	0	0	0
HSPE1P12	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R9	0	1.05141700160149	0	0	0	0
PRH1	41.3126261081512	39.9538460608565	56.8417841730521	57.8578760835417	60.6948437287406	57.6185869705101
TAS2R10	1.05929810533721	2.10283400320297	0	2.14288429939043	4.52946594990602	1.67010397015971
AC006518.1	1.05929810533721	0	3.15787689850289	2.14288429939043	0.905893189981203	1.67010397015971
PRR4	11.6522791587093	14.7198380224208	12.6315075940116	17.1430743951235	21.7414365595489	15.8659877165173
AC018630.2	45.5498185295	39.9538460608565	57.8944098058864	60.0007603829321	60.6948437287406	54.2783790301907
AC006518.2	1.05929810533721	0	1.0526256328343	2.14288429939043	0.905893189981203	0
TAS2R13	2.11859621067442	0	0	0	0	0.835051985079857
PRH2	0	0	0	0	0	0
TAS2R14	33.8975393707907	31.5425100480446	48.4207791103777	50.3577810356752	55.2594845888534	44.2577552092324
TAS2R15P	3.17789431601163	3.15425100480446	1.0526256328343	4.28576859878086	4.52946594990602	0
TAS2R50	0	0	1.0526256328343	0	0	0
TAS2R20	1.05929810533721	1.05141700160149	2.1052512656686	6.4286528981713	4.52946594990602	3.34020794031943
TAS2R19	0	5.25708500800743	6.31575379700579	0	2.71767956994361	0.835051985079857
TAS2R31	1.05929810533721	1.05141700160149	1.0526256328343	1.07144214969522	0.905893189981203	3.34020794031943
TAS2R63P	0	0	0	0	0	0
TAS2R46	0	1.05141700160149	0	0	0	0
TAS2R64P	0	0	0	0	0	0
TAS2R45	0	0	0	0	0	0.835051985079857
AC018630.1	0	0	0	0	0	0
TAS2R30	0	2.10283400320297	0	0	0.905893189981203	0.835051985079857
AC134349.2	2.11859621067442	1.05141700160149	2.1052512656686	0	0.905893189981203	0.835051985079857
AC134349.1	3.17789431601163	2.10283400320297	1.0526256328343	2.14288429939043	0.905893189981203	2.50515595523957
SMIM10L1	300.840661915767	295.448177450018	244.209146817557	201.431124142701	279.015102514211	223.793932001402
TAS2R42	0	0	0	0	0	0
AC244131.1	0	0	0	0	0	0
AC244131.2	0	0	0	0	0	0
PRB3	3.17789431601163	4.20566800640594	1.0526256328343	1.07144214969522	1.81178637996241	1.67010397015971
PRB4	0	0	0	0	0	0
PRB1	0	0	0	0	0	0
PRB2	0	0	0	0	0	0
AC078950.1	0	0	0	0	0	0
HIGD1AP8	0	0	0	0	0	0
AC007450.4	1.05929810533721	1.05141700160149	1.0526256328343	0	1.81178637996241	0.835051985079857
AC007450.3	0	0	0	0	0	0
DDX55P1	0	0	0	1.07144214969522	0	0
AC007450.2	0	0	0	0	0	0
AC007450.1	0	0	0	0	0	0
RNU7-60P	0	0	0	0	0	0
LINC01252	7.41508673736046	1.05141700160149	1.0526256328343	0	2.71767956994361	4.17525992539928
ETV6	481.98063792843	501.525909763909	257.893280044403	274.289190321975	309.815470973572	293.10324676303
BCL2L14	4.23719242134884	8.41133601281189	0	0	0.905893189981203	2.50515595523957
PTMAP9	11.6522791587093	8.41133601281189	22.1051382895203	21.4288429939043	12.6825046597368	21.7113516120763
MIR1244-4	0	1.05141700160149	1.0526256328343	0	0	0.835051985079857
LRP6	936.419525118093	902.115787374075	846.311008798775	814.296033768364	830.704055212763	885.990156169728
AC007537.1	0	0	0	0	0	0
RNU6-545P	0	0	0	0	0	0
AC007621.1	0	0	0	0	0	0
RNU6-318P	0	0	0	0	0	0
MANSC1	0	0	0	0	0	0
RPL23AP66	0	0	0	0	0	0
LOH12CR2	18.0080677907326	13.6684210208193	14.7367588596802	16.0716322454282	9.96482508979324	17.536091686677
BORCS5	99.5740219016976	117.758704179366	112.63094271327	117.858636466474	119.577901077519	113.567069970861
AC007619.2	0	0	0	0	0	0
DUSP16	513.759581088546	543.582589827968	523.154939518646	506.792136805837	387.722285311955	366.587821450057
AC007619.1	3.17789431601163	2.10283400320297	5.26312816417149	0	0	2.50515595523957
AC092824.1	0	0	0	0	0	0
CREBL2	594.266237094174	541.479755824765	421.050253133719	383.576289590887	390.439964881899	429.216720331047
RPL21P136	0	0	0	0	0	0
AC008115.4	0	2.10283400320297	2.1052512656686	0	0.905893189981203	0
GPR19	2.11859621067442	2.10283400320297	18.9472613910174	19.2859586945139	29.8944752693797	25.8866115374756
AC008115.2	0	0	0	0	0	0
CDKN1B	951.249698592814	781.202832189904	725.259061022831	801.438727972022	830.704055212763	939.433483214839
AC008115.3	8.47438484269767	7.3599190112104	13.6841332268459	11.7858636466474	8.15303870983083	10.8556758060381
AC008115.1	0	0	0	0	0	0
APOLD1	975.613555015569	1034.59432957586	1512.62303438289	1506.44766247147	1251.94438855402	1290.15531694838
MIR613	0	0	0	0	3.62357275992481	0
STX8P1	0	0	0	0	0	0
DDX47	902.521985747302	959.943722462157	1256.83500560415	1258.94452589188	1018.22394553887	1065.5263329619
AC007215.1	0	0	0	0	0	0
AC007688.2	21.1859621067442	41.005263062458	43.1576509462062	21.4288429939043	24.4591161294925	30.8969234479547
RPL13AP20	7.41508673736046	14.7198380224208	15.7893844925145	20.3574008442091	15.4001842296805	21.7113516120763
GPRC5A	3164.12344064224	3270.95829198222	7234.69597447013	7832.24211427203	5209.7917355819	5143.92022809192
MIR614	70.972973057593	93.5761131425323	229.472387957877	242.145925831119	174.837385666372	171.185656941371
GPRC5D-AS1	59.3206938988837	60.9821860928862	46.3155278447091	56.7864339338464	44.388766309079	40.917547268913
GPRC5D	0	1.05141700160149	2.1052512656686	2.14288429939043	0	0
AC007688.3	0	0	0	0	0	0
AC007688.1	0	0	1.0526256328343	1.07144214969522	0	0
HEBP1	331.560306970546	361.687448550911	303.156182256278	350.361582950336	342.427625812895	385.794017106894
HTR7P1	102.751916217709	109.347368166555	34.7366458835318	28.9289380417708	48.918232258985	45.0928071943123
AC023790.2	2.11859621067442	3.15425100480446	1.0526256328343	1.07144214969522	8.15303870983083	5.01031191047914
AC023790.1	0	0	0	0	0	0
FAM234B	377.110125500046	370.098784563723	476.839411673937	466.077335117419	542.630020798741	638.814768586091
GSG1	0	1.05141700160149	0	0	0	0
EMP1	681.128681731825	810.642508234746	1638.938110323	1775.37964204497	1664.12578999547	2048.38251940089
AC022276.1	2.11859621067442	0	0	0	0	0
LINC01559	4.23719242134884	3.15425100480446	0	0	0	0
GRIN2B	495.751513297814	445.80080867903	178.946357581831	146.787574508245	346.05119857282	332.350690061783
RNA5SP353	0	0	0	0	0	0
RNU6-590P	0	0	0	0	0	0
AC007527.1	0	1.05141700160149	0	0	0	0
AC007527.2	1.05929810533721	0	0	0	0	0
AC007535.1	0	1.05141700160149	0	0	0	0
RN7SKP162	0	0	0	0	0	0
AC092470.1	0	0	0	0	0	0
AC135001.1	0	0	0	0	0	0
AC092112.1	1.05929810533721	0	1.0526256328343	0	0	0
MRPS18CP4	0	0	0	0	0	0
RNU6-491P	0	0	0	0	0	0
GNAI2P1	0	0	0	0	0	0
RPL30P11	0	0	0	0	1.81178637996241	0
ATF7IP	1259.50544724594	1347.9165960531	1024.20474074777	981.441009120818	966.588033709944	1088.07273655905
PLBD1	1.05929810533721	0	0	0	0	0
AC008114.1	0	0	0	0	0	0
RN7SKP134	0	0	0	0	0	0
PLBD1-AS1	0	0	0	0	0	0
GUCY2C	0	0	0	0	0	0
AC010168.1	4.23719242134884	2.10283400320297	1.0526256328343	0	0.905893189981203	0
AC010168.2	8.47438484269767	5.25708500800743	2.1052512656686	4.28576859878086	3.62357275992481	5.845363895559
H4-16	5.29649052668604	8.41133601281189	8.42100506267438	4.28576859878086	9.96482508979324	10.0206238209583
H2AJ	116.522791587093	106.19311716175	154.735968026642	157.501996005197	159.437201436692	143.628941433735
WBP11	848.497782375104	856.904856305211	1917.88390302409	1891.09539421206	1592.56022798696	1760.28958454834
C12orf60	69.9136749522558	55.7251010848788	52.6312816417149	72.8580661792747	57.0712709688158	64.299002851149
SMCO3	0	0	0	0	0	0
AC007655.2	2.11859621067442	1.05141700160149	4.21050253133719	0	0.905893189981203	0.835051985079857
ART4	0	0	0	0	0	0
AC007655.1	0	0	3.15787689850289	1.07144214969522	0	0
MGP	0	0	0	0	0	0
ERP27	6.35578863202325	7.3599190112104	0	0	0	0
ARHGDIB	49.7870109508488	52.5708500800743	13.6841332268459	5.35721074847608	9.96482508979324	15.0309357314374
PDE6H	0	0	0	0	0	0.835051985079857
LINC01489	0	0	0	0	0	0
RERG	1.05929810533721	0	0	0	0.905893189981203	0
RERG-IT1	0	0	0	0	0	0
RERG-AS1	0	0	0	0	0	0
METTL8P1	0	0	0	4.28576859878086	0.905893189981203	0
PTPRO	1.05929810533721	1.05141700160149	0	0	0.905893189981203	0
AC092183.1	0	0	0	0	0	0
EPS8	2044.44534330081	2163.81618929586	1530.51767014107	1578.23428650105	1855.2692530815	2041.70210352025
RNU6-251P	0	0	0	0	0	0
AC073651.1	1.05929810533721	1.05141700160149	0	0	0	0
AC073651.2	0	0	0	0	0	0
STRAP	1663.09802537942	1665.44453053675	2832.6155779571	2757.89209331549	2348.07514843128	2580.31063389676
DERA	351.686970971953	325.939270496461	374.73472528901	390.004942489059	398.593003591729	403.330108793571
EGLN3P1	0	0	0	0	0	0
SLC15A5	0	0	0	0	0	0
MGST1	738.330779420035	748.608905140258	885.258157213644	863.582372654344	761.856172774192	830.041673169378
SUPT16HP1	23.3045583174186	30.4910930464431	19.9998870238517	39.643359538723	24.4591161294925	30.8969234479547
AC007528.1	0	2.10283400320297	0	1.07144214969522	0	0
AC007552.1	0	0	0	0	0	0.835051985079857
LMO3	0	0	0	0	0	0.835051985079857
AC007552.2	1.05929810533721	0	0	0	0	0.835051985079857
AC007529.2	2.11859621067442	2.10283400320297	2.1052512656686	1.07144214969522	1.81178637996241	5.01031191047914
AC007529.1	0	1.05141700160149	0	0	0	0
AC023512.1	0	0	0	0	0	3.34020794031943
EEF1A1P16	0	1.05141700160149	0	3.21432644908565	0	0
AC092793.1	0	0	0	0	0	0
RNU6-837P	0	0	0	0	0	0
AC092110.1	0	0	0	0	0	0
RPL7P40	0	0	0	0	0	0
PSMC1P8	0	0	0	0	0	0
TIMM17BP1	0	0	0	0	0	0
AC048352.1	0	0	0	0	0	0
LINC02378	0	0	0	2.14288429939043	0	0
MIR3974	0	0	0	0	0	0
AC087321.1	0	0	0	0	0	0
RERGL	0	0	0	0	0	0
PIK3C2G	1.05929810533721	3.15425100480446	0	1.07144214969522	0	0
NDFIP1P1	0	0	0	0	0	0
AC092851.1	0	0	0	0	0	0
ZKSCAN7P1	0	0	0	0	0	0
PLCZ1	0	1.05141700160149	0	0	0	0
PSMC1P9	1.05929810533721	1.05141700160149	3.15787689850289	3.21432644908565	1.81178637996241	0.835051985079857
AC087242.1	0	0	0	0	0	0
CAPZA3	0	0	0	0	0	0
RPL7P6	5.29649052668604	7.3599190112104	9.47363069550868	4.28576859878086	6.34125232986842	5.01031191047914
MEF2BNBP1	0	0	0	0	0	0
PLEKHA5	304.018556231779	305.962347466032	413.681873703879	401.790806135706	405.840149111579	398.319796883092
AC092828.1	4.23719242134884	2.10283400320297	0	0	1.81178637996241	1.67010397015971
RN7SL459P	0	0	0	0	0	0
RN7SL67P	0	2.10283400320297	0	0	1.81178637996241	0.835051985079857
AEBP2	611.21500677957	578.279350880817	666.312025584111	661.079806361948	490.994108969812	603.742585212737
PDCD5P1	0	0	0	0	0	0.835051985079857
AC091805.2	0	0	0	0	0	0
RNU6-254P	0	0	0	0	0	0
EEF1A1P4	0	0	3.15787689850289	2.14288429939043	2.71767956994361	0
AC091805.1	0	0	0	0	0	0.835051985079857
AC137561.1	1.05929810533721	4.20566800640594	2.1052512656686	1.07144214969522	0.905893189981203	2.50515595523957
RNU1-146P	0	0	0	0	0	0
AC024901.1	1.05929810533721	1.05141700160149	1.0526256328343	0	0.905893189981203	0
TCP1P3	2.11859621067442	1.05141700160149	2.1052512656686	3.21432644908565	4.52946594990602	4.17525992539928
LINC02398	0	0	0	0	0	0
AC126468.1	0	0	0	0	0	0
LINC02468	0	0	0	0	0	0
AC129102.1	0	0	0	0	0	0
PDE3A	16.9487696853953	21.0283400320297	3.15787689850289	7.50009504786651	5.43535913988722	9.18557183587843
UBE2L2	0	0	0	0	0	0
AC112777.1	21.1859621067442	24.1825910368342	126.315075940116	107.144214969522	100.554144087914	100.206238209583
SLCO1C1	0	0	0	0	0	0
SLCO1B3	162.072610116593	146.146963222607	401.050366109867	424.291091279306	156.719521866748	262.206323315075
SLCO1B3-SLCO1B7	137.708753693837	119.861538182569	348.419084468153	376.076194543021	147.660589966936	223.793932001402
AC011604.1	0	0	0	0	0	0
SLCO1B7	4.23719242134884	3.15425100480446	24.2103895551889	21.4288429939043	10.8707182797744	15.0309357314374
AC022335.1	1.05929810533721	2.10283400320297	12.6315075940116	5.35721074847608	6.34125232986842	5.845363895559
SLCO1B1	3.17789431601163	0	5.26312816417149	6.4286528981713	8.15303870983083	6.68041588063886
SLCO1A2	1.05929810533721	0	0	0	0	0
IAPP	1.05929810533721	0	0	1.07144214969522	0	0
PYROXD1	276.476805493012	259.699999395567	502.10242686196	530.363864099132	416.710867391354	406.67031673389
ELOCP31	0	0	0	0	0	0
RECQL	436.43081939893	423.721051645399	719.99593285866	783.224211427203	534.47698208891	631.299300720372
GOLT1B	651.468334782384	568.816597866404	906.31066987033	806.795938720498	547.159486748647	679.732315855004
SPX	2.11859621067442	2.10283400320297	21.052512656686	23.5717272932948	27.1767956994361	7.51546786571871
GYS2	1.05929810533721	6.30850200960892	4.21050253133719	1.07144214969522	2.71767956994361	5.01031191047914
AC010197.2	9534.74224614022	9364.97123326444	12219.9309715734	12043.0097625742	11150.6392754786	10929.1603807252
LDHB	9650.20573962197	9481.6785204422	12359.9301807403	12214.4405065255	11258.4405650864	11051.9130225319
AC010197.1	1.05929810533721	0	0	0	0	0.835051985079857
AC010185.1	0	0	0	0	0.905893189981203	0
KCNJ8	0	0	0	0	0	0
ABCC9	0	0	0	0	0	0
AC008250.1	0	0	0	0	0	0.835051985079857
AC008250.2	0	0	0	0	0	0
AC092862.1	1.05929810533721	1.05141700160149	0	0	0	0
CMAS	726.678500261325	729.683399111431	694.732917670637	693.223070852805	651.337203596485	631.299300720372
ST8SIA1	0	3.15425100480446	0	0	0	0
AC007671.1	0	0	0	0	0	0
SULT6B2P	0	0	0	0	0	0
RNU1-149P	0	0	0	0	0	0
AC087318.1	0	0	0	0	0	0
AC053513.1	5.29649052668604	3.15425100480446	6.31575379700579	1.07144214969522	1.81178637996241	0
C2CD5	647.231142361035	678.163966032958	644.20688729459	638.579521218349	628.689873846955	699.77356349692
AC053513.2	5.29649052668604	1.05141700160149	1.0526256328343	3.21432644908565	5.43535913988722	2.50515595523957
LRRC34P1	0	1.05141700160149	0	0	0	0
AC087241.1	1.05929810533721	0	0	0	0	0
AC087241.2	0	0	0	0	0	0
ETNK1	1361.19806535831	1193.35829681769	1463.14962963967	1457.16132358549	1145.95488532622	1493.07294932278
AC084816.1	1.05929810533721	0	2.1052512656686	0	0	0
RPS27P22	0	0	0	0	0	0
AC084819.1	0	0	0	0	0	0
AC087258.1	0	0	0	0	0	0
AC087235.2	0	0	0	0	0	0
AC087235.1	0	0	0	0	0	0
SOX5	0	0	0	0	0	0
AC087260.1	0	0	0	0	0	0
MIR920	0	0	0	0	0	0
SOX5-AS1	0	0	0	0	0	0
LINC00477	0	0	0	0	0	0
KNOP1P1	0	0	0	0	0	0
