KDM6A_KO_41_S19	KDM6A_KO_51_S21	KDM6A_KO_54_S22	UT_24_1_S52	UT_24_2_S53
UFM1	582.920790679517	552.005589298731	450.276711466047	281.515702066974	300.145764761827
AL356863.1	0	0	0	0	0
LINC00437	0	0	0	0	0
LINC00366	0	0	0	0	0
PRDX3P3	0	0	0	0	0
FREM2	0	0	0	0	0
RNU6-56P	0	0	0	0	0
FREM2-AS1	0	0	0	0	0
PLA2G12AP2	0	0	0	0	0
ANKRD26P2	0	0	0	0	0
STOML3	0	0	0	0	0
PROSER1	246.713363690086	218.830787186283	239.950089662828	240.025095839473	253.997011896183
NHLRC3	53.212686286097	61.1149045295024	57.7657623262363	46.1437583277823	52.2303714603418
AL354809.1	0	0	1.48117339298042	0	0.357742270276314
NXT1P1	0	0	0	0	0
LHFPL6	2.41875846754986	0	0	1.9388133751169	2.14645362165788
COG6	224.944537482137	248.402515184429	183.665500729572	187.289372036293	213.929877625236
MIR4305	0	0	0	0	0
RNY4P14	0	0	0	0	0
CDKN2AIPNLP3	0	0	0	0	0
AZU1P1	0	0	0	0	0
AL138702.1	0	0	0	0	0
LINC00598	2.41875846754986	0	4.44352017894125	1.55105070009352	2.5041958919342
LINC00332	0	0	0	0	0
RPL17P51	0	0	0	0	0
RNY3P9	0	0	0	0	0
RN7SKP2	0	0	0	0.387762675023381	0
AL133318.1	29.0251016105983	29.5717279981463	17.774080715765	27.1433872516367	26.8306702707235
FOXO1	94.3315802344446	98.5724266604877	63.6904558981579	81.0423990798866	89.0778252988022
RLIMP1	0	0	0	0	0
MIR320D1	0	0	0	0.387762675023381	0
MRPS31	125.775440312593	130.115603191844	109.606831080551	117.104327857061	126.998505948091
AL355132.1	0	0	0	0	0
SLC25A15	266.063431430485	226.716581319122	202.920754838317	234.208655714122	247.915393301486
MIR621	24.1875846754986	25.6288309317268	17.774080715765	28.6944379517302	27.5461548112762
TPTE2P5	2.41875846754986	3.94289706641951	2.96234678596083	3.87762675023381	3.21968043248683
CYCSP34	0	1.97144853320975	1.48117339298042	0.387762675023381	0.715484540552628
AL590064.1	7.25627540264959	9.85724266604877	7.40586696490209	4.65315210028057	6.43936086497365
SUGT1P3	2.41875846754986	3.94289706641951	7.40586696490209	3.87762675023381	5.0083917838684
ELF1	263.644672962935	199.116301854185	225.138355733023	237.698519789332	246.48442422038
RGS17P1	0	0	1.48117339298042	0.387762675023381	2.86193816221051
WBP4	183.82564353379	179.401816522088	199.958408052356	196.595676236854	199.620186814183
MIR3168	0	0	0	0	0.357742270276314
RN7SL597P	0	0	0	0	0
KBTBD6	106.425372572194	116.315463459376	124.418565010355	88.0221272303075	110.184619245105
AL354696.2	2.41875846754986	5.91434559962926	1.48117339298042	9.69406687558452	8.94355675690785
CALM2P3	4.83751693509972	0	4.44352017894125	1.16328802507014	1.07322681082894
KBTBD7	26.6063431430485	57.1720074630829	54.8034155402754	60.8787399786708	76.5568458391312
MORF4L1P4	0	0	0	0	0
MTRF1	77.4002709615956	47.3147647970341	65.1716292911384	60.8787399786708	59.7429591361444
AL354696.1	2.41875846754986	1.97144853320975	8.8870403578825	5.04091477530395	7.15484540552628
RAC1P3	0	0	0	0	0
NAA16	89.4940632993449	120.258360525795	102.200964115649	82.2056871049567	108.753650163999
RNU6-57P	0	0	0	0	0
TUBBP2	0	0	0	0.775525350046762	0.357742270276314
OR7E36P	0	0	0	0	0
OR7E155P	0	0	0	0	0
OR7E37P	0	0	0	0	0.357742270276314
RGCC	26.6063431430485	9.85724266604877	31.1046412525888	8.91854152553776	9.65904129746048
AL354833.2	0	0	0	0	0
AL354833.1	0	0	0	0	0
VWA8	324.113634651682	305.574522647512	234.025396090906	232.269842339005	216.076331246894
MIR5006	9.67503387019945	13.8001397324683	4.44352017894125	6.59196547539747	8.58581448663153
RN7SL515P	0	0	0	0	0
RNU6-74P	0	0	0	0	0
KARS1P1	0	0	0	0	0
VWA8-AS1	2.41875846754986	0	1.48117339298042	0	0.715484540552628
RPS28P8	0	0	0	0	0
DGKH	91.9128217668948	171.516022389249	124.418565010355	98.4917194559387	131.291413191407
AL157932.1	0	0	0	0.387762675023381	0
MAPK6P3	0	0	0	0	0
CHCHD2P11	0	0	0	0	0
FHP1	0	0	0	1.16328802507014	0.715484540552628
AKAP11	498.264244315272	459.347508237873	593.950530585147	423.436841125532	510.855961954576
LINC02341	0	0	0	0	0.357742270276314
FABP3P2	0	0	0	0	0
TNFSF11	0	0	0	0	0
FAM216B	0	0	0	0	0
LINC01050	0	0	0	0	0
LINC00428	0	0	0	0	0
EPSTI1	2.41875846754986	1.97144853320975	5.92469357192167	2.32657605014029	1.43096908110526
ZDHHC4P1	0	0	0	0	0
DNAJC15	178.98812659869	132.087051725054	125.899738403335	120.206429257248	103.029773839578
LINC00400	0	0	0	0	0
AL138709.1	0	0	0	0	0
ENOX1	50.7939278185471	53.2291103966634	50.3598953613342	51.960198453133	46.5064951359208
RPL36P19	0	0	0	0	0
ENOX1-AS2	0	0	0	0	0
ENOX1-AS1	0	0	0	0	0
AL161714.1	0	0	0	0.775525350046762	0
AL162713.2	0	0	0	0	0
AL162713.1	0	0	0	0	0.357742270276314
CCDC122	38.7001354807978	41.4004191974049	29.6234678596083	24.0412858514496	35.0587424870788
AL512506.1	0	0	0	0.387762675023381	0
LACC1	43.5376524158975	31.5431765313561	34.0669880385496	37.6129794772679	31.1235775140393
AL512506.3	9.67503387019945	1.97144853320975	11.8493871438433	9.30630420056114	8.94355675690785
AL512506.2	0	0	0	0	0
NRAD1	0	0	0	0	0.357742270276314
DGKZP1	65.3064786238463	51.2576618634536	63.6904558981579	55.4500625283435	51.8726291900655
LINC00390	0	3.94289706641951	0	1.55105070009352	0.357742270276314
SMIM2-AS1	7.25627540264959	1.97144853320975	1.48117339298042	5.81644012535071	5.72387632442102
SMIM2	0	0	0	0	0
SMIM2-IT1	0	0	0	0	0
AL589745.2	0	0	0	0	0
MIR8079	0	0	0	0	0
AL589745.1	0	0	0	0	0.357742270276314
AL138960.1	0	0	0	0	0
SERP2	0	0	0	0	0
TUSC8	0	0	0	0	0
TSC22D1	1671.36210107695	1583.07317216743	1244.18565010355	2413.43488934552	2301.7137669578
AL138960.2	0	0	0	0	0
AL139184.1	0	0	0	0	0
TSC22D1-AS1	0	1.97144853320975	0	0.775525350046762	0.715484540552628
SMARCE1P5	7.25627540264959	1.97144853320975	0	2.32657605014029	1.78871135138157
LINC00407	0	0	0	0	0
AL356515.1	0	0	0	0	0
LINC00330	0	0	0	0	0.357742270276314
NUFIP1	145.125508052992	124.201257592215	134.786778761218	96.1651434057985	96.5904129746048
AL359706.1	19.3500677403989	15.771588265678	19.2552541087454	12.0206429257248	14.6674330813289
GPALPP1	208.013228209288	297.688728514673	189.590194301493	201.248828337135	219.653753949657
RN7SL49P	0	1.97144853320975	0	0.387762675023381	1.43096908110526
RN7SKP3	0	0	0	0	0
GTF2F2	512.776795120571	350.917838911336	559.883542546598	408.31409679962	393.874239574222
RN7SKP4	0	0	0	0	0
AL138693.1	0	0	0	0	0
KCTD4	0	0	1.48117339298042	0	0.357742270276314
AL138963.3	0	0	0	0.387762675023381	0
TPT1	11917.2229696182	14845.0074550695	11997.5044831414	9317.54931813682	9547.42570913427
AL138963.2	0	0	0	2.71433872516367	3.57742270276314
SNORA31	24.1875846754986	15.771588265678	17.774080715765	13.5716936258183	13.9519485407762
AL138963.4	99.1690971695443	124.201257592215	79.9833632209425	26.3678619015899	36.489711568184
TPT1-AS1	96.7503387019945	134.058500258263	78.5021898279621	104.308159581289	100.883320217921
AL138963.1	0	0	0	1.9388133751169	2.14645362165788
RCN1P2	26.6063431430485	29.5717279981463	28.1422944666279	11.245117575678	17.1716289732631
SLC25A30	178.98812659869	157.71588265678	179.221980550631	196.983438911877	244.695712868999
SLC25A30-AS1	0	1.97144853320975	1.48117339298042	0.775525350046762	1.07322681082894
PPIAP25	0	0	0	0	0
COG3	224.944537482137	264.174103450107	262.167690557534	186.513846686246	162.05724843517
ERICH6B	0	0	0	0	0
RNA5SP27	0	0	0	0	0
TIMM9P3	0	0	0	0	0
COX4I1P2	0	0	0	0	0
LINC01055	0	0	0	0	0
AKR1B1P4	0	0	0	0	0
CBY2	0	0	0	0	0
AL139320.1	0	0	0	0	0
SIAH3	0	0	0	0	0
ZC3H13	650.646027770913	632.834979160331	670.971547020129	564.582454834043	655.741581416483
CPB2-AS1	2.41875846754986	5.91434559962926	1.48117339298042	10.0818295506079	9.30129902718416
CPB2	0	0	0	0	0
LCP1	2.41875846754986	0	0	3.48986407521043	3.93516497303945
RN7SL288P	0	0	0	0	0
LRRC63	0	0	0	0	0
RN7SKP5	0	0	0	0	0
ABITRAMP1	0	0	0	0	0
AL139801.1	0	0	0	0	0
LINC00563	0	0	0	0	0
RUBCNL	9.67503387019945	11.8286911992585	4.44352017894125	4.65315210028057	3.21968043248683
RNU2-6P	0	0	0	0	0
RNU6-68P	0	0	0	0	0
PPP1R2P4	0	0	0	0	0
LINC01198	0	0	2.96234678596083	0.775525350046762	0.357742270276314
AL138686.2	0	0	0	0	0
OR7E101P	0	0	0	0	0
AL138686.1	0	0	0	0	0
COX17P1	0	0	0	1.16328802507014	1.43096908110526
FKBP1AP3	0	0	0	0	0
LRCH1	157.219300390741	185.316162121717	159.966726441885	173.329915735451	154.902403029644
AL359880.1	0	0	0	0	0
ESD	546.639413666269	573.691523164039	571.732929690441	530.459339431985	565.948271577129
HTR2A	0	0	0	0	0
HTR2A-AS1	0	0	0	0	0
GNG5P5	0	0	0	0	0
RN7SL700P	0	0	0	0	0
SUCLA2	292.669774573533	234.602375451961	231.063049304945	237.310757114309	255.785723247564
NAP1L4P3	0	0	2.96234678596083	1.16328802507014	0
RPL27AP8	0	0	0	0	0
AL138962.1	0	0	0	0.387762675023381	0.715484540552628
LINC00562	0	3.94289706641951	1.48117339298042	0.387762675023381	0.357742270276314
AL157369.1	0	0	0	0	0
SUCLA2-AS1	0	0	0	0	0.715484540552628
NUDT15	282.994740703334	264.174103450107	245.874783234749	335.802476570248	375.271641519853
AL158196.1	0	0	0	0.387762675023381	0
MED4	244.294605222536	283.888588782205	254.761823592632	249.331400040034	266.517991355854
MED4-AS1	0	0	0	0	0
POLR2KP2	0	0	0	0	0
ITM2B	607.108375355015	723.52161168798	713.925575416561	514.94883243105	558.07794163105
RB1-DT	4.83751693509972	0	0	0.775525350046762	0.357742270276314
RB1	527.28934592587	526.376758367005	546.552982009774	498.275037405044	563.086333414918
PPP1R26P1	0	0	0	0	0
PCNPP5	2.41875846754986	0	2.96234678596083	0.775525350046762	0.357742270276314
AL392048.1	0	0	0	0	0
LPAR6	0	7.88579413283902	1.48117339298042	0	0
AL136960.1	0	0	0	0	0
RCBTB2	50.7939278185471	39.4289706641951	25.1799476806671	12.4084056007482	14.6674330813289
AL157813.2	0	0	0	0	0
AL157813.1	0	0	0	0.387762675023381	0.357742270276314
LINC01077	0	0	0	0	0
LINC00462	0	0	0	0	0
CYSLTR2	0	0	0	0	0
PSME2P2	2.41875846754986	0	4.44352017894125	0.775525350046762	1.07322681082894
AL161421.1	19.3500677403989	5.91434559962926	7.40586696490209	5.04091477530395	6.08161859469734
FNDC3A	679.671129381511	776.750722084643	739.105523097228	570.786657634417	645.36705557847
RNU6-60P	0	0	0	0	1.07322681082894
RAD17P2	0	0	0	0	0
RNY3P2	0	0	0	0	0.715484540552628
COX7CP1	0	1.97144853320975	0	0.775525350046762	1.78871135138157
OGFOD1P1	0	1.97144853320975	1.48117339298042	0.775525350046762	0.715484540552628
MLNR	0	0	0	0	0
AL137000.1	0	0	0	0	0
CDADC1	36.2813770132479	45.3433162638244	23.6987742876867	35.2864034271277	33.6277734059735
CAB39L	74.9815124940457	82.8008383948097	50.3598953613342	35.674166102151	46.8642374061971
SETDB2	67.7252370913961	88.715183994439	56.2845889332559	60.8787399786708	60.4584436766971
SNRPGP14	0	0	0	0.387762675023381	0.715484540552628
PHF11	55.6314447536468	33.5146250645658	50.3598953613342	42.6538942525719	40.7826188114998
RCBTB1	195.919435871539	224.745132785912	213.28896858918	251.270213415151	247.915393301486
AL135901.1	0	0	0	0	0
ARL11	0	0	0	0	0
EBPL	106.425372572194	94.6295295940682	108.12565768757	169.064526310194	192.107599138381
KPNA3	449.889074964274	518.490964234166	451.757884859027	553.337337258365	619.609612118576
AL136301.1	0	0	0	0	0
RNY4P30	0	0	0	0	0
CTAGE10P	0	0	1.48117339298042	0	0
RNY4P9	0	0	0	0	0
SPRYD7	152.381783455641	130.115603191844	122.937391617375	151.227443259119	182.44855784092
DLEU2	84.6565463642452	94.6295295940682	77.0210164349817	108.185786331523	154.544660759368
TRIM13	217.688262079488	208.973544520234	194.033714480435	157.819408734516	170.285320651525
MIR3613	2.41875846754986	0	1.48117339298042	1.16328802507014	0.357742270276314
KCNRG	53.212686286097	35.4860735977756	48.8787219683538	32.9598273769874	33.6277734059735
AL137060.9	0	0	0	0	0
AL137060.7	0	0	0	0	0
MIR16-1	0	0	0	0	0
MIR15A	0	0	0	0	0
AL137060.4	0	0	0	0	0
AL137060.2	0	0	0	0	0
AL137060.8	0	0	0	0	0
AL137060.5	0	0	0	0.775525350046762	0.357742270276314
DLEU1	113.681647974844	145.887191457522	140.71147233314	130.288258807856	121.27462962367
AL137060.6	41.1188939483477	41.4004191974049	48.8787219683538	47.3070463528525	42.9290724331577
RPL18P10	0	0	0	0.387762675023381	0.357742270276314
AL137060.1	38.7001354807978	51.2576618634536	39.9916816104713	42.6538942525719	41.1403610817761
AL137060.3	0	1.97144853320975	4.44352017894125	0.775525350046762	2.5041958919342
ST13P4	21.7688262079488	19.7144853320975	17.774080715765	14.3472189758651	20.3913094057499
RPL34P26	0	0	0	0	0
AL158195.1	0	0	0	0	0
DLEU7	0	0	0	0	0
RNA5SP28	0	0	0	0	0
RNASEH2B-AS1	0	0	0	0.387762675023381	0
RNASEH2B	169.31309272849	147.858639990732	133.305605368238	143.084427083628	150.609495786328
GUCY1B2	16.931309272849	7.88579413283902	13.3305605368238	15.1227443259119	12.8787217299473
RNA5SP29	0	0	0	0	0.715484540552628
C13orf42	0	0	0	0	0
RPL5P31	0	0	0	0	0
AL157817.1	0	0	0	0	0
PRELID3BP2	0	0	0	0	0
FAM124A	16.931309272849	37.4575221309853	28.1422944666279	20.1636591012158	17.8871135138157
SERPINE3	0	0	0	0.387762675023381	0
MIR5693	0	0	0	0	0
INTS6	408.770181015927	311.488868247141	324.376973062711	324.169596319546	313.382228762051
INTS6-AS1	4.83751693509972	5.91434559962926	1.48117339298042	13.1839309507949	8.22807221635522
RPS4XP16	9.67503387019945	3.94289706641951	2.96234678596083	10.8573549006547	6.43936086497365
RN7SL320P	0	0	0	0	0
SNRPGP11	0	0	0	0	0
MIR4703	0	0	0	0	0
RNU6-65P	0	0	0	0	0
WDFY2	166.89433426094	169.544573856039	155.523206262944	93.8385673556582	96.9481552448811
RNY1P6	0	0	0	0	0
RN7SL413P	0	0	0	0	0
ATP5PBP1	2.41875846754986	0	0	0	0.357742270276314
AL162377.3	16.931309272849	19.7144853320975	22.2176008947063	15.5105070009352	12.1632371893947
DHRS12	21.7688262079488	27.6002794649366	22.2176008947063	19.388133751169	16.0984021624341
AL162377.1	4.83751693509972	5.91434559962926	4.44352017894125	6.20420280037409	3.93516497303945
TMEM272	0	0	1.48117339298042	0.387762675023381	0.357742270276314
CCDC70	0	0	0	0	0
CTAGE3P	0	0	1.48117339298042	1.55105070009352	0.357742270276314
AL162377.2	0	0	0	0.387762675023381	0
ATP7B	82.2377878966953	104.486772260117	69.6151494700796	64.7563667289046	72.6216808660917
FABP5P2	0	0	1.48117339298042	0.387762675023381	0.715484540552628
ALG11	253.969639092736	305.574522647512	294.753505203103	233.820893039099	223.588918922696
UTP14C	171.73185119604	222.773684252702	211.8077951962	173.717678410475	168.85435157042
NEK5	12.0937923377493	27.6002794649366	13.3305605368238	12.0206429257248	13.5942062704999
AL139082.1	0	0	0	0	0
NEK3	106.425372572194	104.486772260117	47.3975485753734	75.2259589545359	65.8245777308418
MRPS31P5	55.6314447536468	63.0863530627121	41.4728550034517	33.3475900520108	40.4248765412235
AL158066.1	53.212686286097	55.2005589298731	38.5105082174909	29.8577259768003	35.7742270276314
AL139082.2	4.83751693509972	17.7430367988878	2.96234678596083	6.59196547539747	5.0083917838684
AL158066.2	4.83751693509972	7.88579413283902	8.8870403578825	3.87762675023381	8.94355675690785
TPTE2P2	0	0	0	0	0
LINC02333	0	0	0	0	0
THSD1	45.9564108834474	37.4575221309853	44.4352017894125	44.2049449526654	45.4332683250919
RNY4P24	0	0	0	0	0
VPS36	331.369910054331	348.946390378127	380.661561995967	329.986036444897	369.905507465709
AL359513.1	0	1.97144853320975	0	7.36749082544424	6.79710313524996
CKAP2	568.408239874218	457.376059704663	592.469357192167	824.771209774731	931.203129529245
LINC00345	0	0	0	0	0
AL137058.1	0	0	0	0.387762675023381	0
AL137058.3	0	0	0	0	0
AL137058.2	65.3064786238463	53.2291103966634	51.8410687543146	55.0622998533201	42.9290724331577
MRPS31P4	58.0502032211967	55.2005589298731	53.322242147295	53.1234864782032	42.5713301628814
HNRNPA1L2	41.1188939483477	21.6859338653073	26.6611210736475	42.2661315775485	31.1235775140393
AL139089.1	0	1.97144853320975	1.48117339298042	1.9388133751169	4.29290724331577
SUGT1	486.170451977522	483.00489063639	490.268393076518	402.497656674269	452.543971899537
CNMD	0	0	0	0	0.357742270276314
MIR759	0	0	0	0	0
PPIAP26	0	0	0	0	0
PCDH8	0	0	0	0	0
OLFM4	0	0	0	0	0
LINC01065	0	0	0	0	0
AL136359.1	0	0	0	0	0
PCDH8P1	0	0	0	0	0
AL356295.1	0	0	0	0	0
RN7SL618P	0	0	0	0	0
AL450423.2	0	0	0	0	0
AL450423.1	0	0	0	0	0
ZNF646P1	0	0	0	0	0
LINC00558	0	0	0	0	0
LINC00458	0	0	0	0	0
AL356052.1	0	0	0	0	0
MIR1297	0	0	0	0	0
RPL13AP25	29.0251016105983	47.3147647970341	63.6904558981579	55.4500625283435	63.3203818389076
AL442636.1	0	0	0	0	0
AL512655.1	0	0	0	0	0
AL390964.1	0	0	0	0	0
LINC02335	0	0	0	0	0
AL139038.1	0	0	0	0	0
MIR5007	0	0	0	0	0
AL354821.1	0	0	0	0	0
HNF4GP1	0	0	0	0	0
AL138997.1	0	0	0	0	0
SPATA2P1	0	0	0	0	0
RN7SKP6	0	0	0	0	0
PRR20A	0	0	0	0	0
PRR20C	0	0	0	0	0
PRR20B	0	0	0	0	0
PRR20D	0	0	0	0	0
PRR20E	0	0	0	0	0
PRR20FP	0	0	0	0	0
MTCO2P3	0	0	0	0	0
SLC25A5P4	0	0	0	0	0
RPL31P53	0	0	0	0	0
PCDH17	0	0	0	0.387762675023381	0
AL445288.1	0	0	0	0	0
RNA5SP30	0	0	0	0	0
LINC02338	0	0	0	0	0
LINC00374	0	0	0	0	0
AL161423.1	0	0	0	0	0
RNY4P29	0	0	0	0	0
CTAGE16P	0	0	0	0	0
DNAJA1P1	0	0	0	0	0
HMGN2P39	0	0	0	0	0
POLR3KP1	0	0	0	0	0
AL159156.1	0	0	0	0	0
RPP40P2	0	0	0	0	0
RNU7-88P	0	0	0	0	0
DIAPH3	278.157223768234	222.773684252702	356.962787708281	443.988262901771	477.585930818879
DIAPH3-AS1	0	0	0	0	0
RN7SL375P	0	0	0	0	0
DIAPH3-AS2	0	0	0	0	0
RNY4P28	0	0	0	0	0
LINC00434	0	0	0	0	0
TARDBPP2	0	0	0	0	0
AL359920.1	0	0	0	0	0
TDRD3	116.100406442393	104.486772260117	108.12565768757	107.022498306453	110.900103785657
RNA5SP31	0	0	0	0	0
LINC00378	0	0	0	0	0
EIF4A1P6	0	1.97144853320975	0	0	0
AL161901.1	0	0	0	0.387762675023381	0
RNY3P5	0	0	0	0	0
LINC01442	0	0	0	0	0
MIR3169	0	0	0	0	0
PCDH20	0	0	0	0	0
AL592490.1	0	0	0	0	0
LINC02339	0	0	0	0	0
RAC1P8	0	0	0	0	0
AL353765.1	0	0	0	0	0
LINC00358	0	0	0	0	0
LINC01075	0	0	0	0	0
LINC01074	0	0	0	0	0
LINC00459	0	0	0	0	0
RPL32P28	0	0	0	0	0
AL356102.1	0	0	0	0	0
SQSTM1P1	0	0	0	0	0
AL445668.1	0	0	0	0	0
LINC00448	0	0	0	0	0
AL354810.1	0	0	0	0	0
LINC00376	0	0	0	0	0.357742270276314
AL359208.1	0	0	0	0	0
LINC00395	0	0	0	0	0
OR7E156P	0	0	0	0	0
AL445989.2	0	0	0	0	0
AL445989.1	0	0	0	0	0
RNU6-81P	0	0	0	0	0
PPP1R2P10	0	0	0	0	0
AL445238.2	0	0	0	0	0
OR7E104P	0	0	0	0	0
AL445238.1	0	0	0	0	0
LINC00355	0	0	0	0	0
NFYAP1	0	0	0	0	0
LGMNP1	0	0	1.48117339298042	0.387762675023381	0
STARP1	0	0	0	0	0
HNRNPA3P5	12.0937923377493	11.8286911992585	22.2176008947063	14.7349816508885	17.5293712435394
LINC01052	0	0	0	0	0
AL158038.1	0	0	0	0	0
MIR548X2	0	0	0	0	0
MIR4704	0	0	0	0	0
TRIM60P19	0	0	0	0	0
PCDH9	0	0	0	0	0.715484540552628
PCDH9-AS1	0	0	0	0	0
RNU7-87P	0	0	0	0	0
PCDH9-AS2	0	0	0	0	0
PCDH9-AS3	0	0	0	0	0
PCDH9-AS4	0	0	0	0	0
AL160254.1	0	0	0	0	0
RPSAP53	0	0	0	0	0
LINC00364	0	0	0	0	0
AL512452.1	0	0	0	0	0
BCRP9	0	0	0	0	0
NPM1P22	0	0	0	0	0
OR7E111P	0	0	0	0	0
OR7E33P	0	0	0	0	0
AL590027.1	0	0	0	0	0
ELL2P3	0	0	0	0	0
HNRNPA1P18	0	0	0	0	0
RPL37P21	0	0	0	0	0
RPS3AP52	0	0	0	0	0
RPL12P34	0	0	0	0	0
RN7SL761P	0	0	0	0	0
LINC00550	0	0	0	0	0
LINC02342	0	0	0	0	0
ZDHHC20P4	7.25627540264959	1.97144853320975	0	1.55105070009352	0.715484540552628
SNRPFP3	0	0	0	0	0
LINC00383	0	0	0	0	0
SRSF1P1	0	0	0	0	0
KLHL1	0	0	0	0	0
RNY3P10	0	0	0	0	0
PSMC1P13	0	0	0	0	0
ATXN8OS	0	0	0	0	0
AL160391.1	0	0	0	0	0
RNU6-54P	0	0	0	0	0
AL445264.1	0	0	0	0	0
MTCL1P1	0	0	0	0	0
LINC00348	0	0	0	0	0
RABEPKP1	0	0	0	0	0
DACH1	0	1.97144853320975	0	0	0
H3P36	0	5.91434559962926	0	3.10210140018705	5.0083917838684
RPL21P109	0	0	0	0	0
RPL35AP31	0	0	0	0	0
RPS10P21	0	0	0	0	0
AL139003.1	0	0	0	0	0
RPL18AP17	0	0	0	0	0
AL139003.2	0	0	0	0	0
AL356754.2	0	0	0	0	0
AL356754.1	0	0	0	0	0
RPL21P110	0	0	0	0	0
RNU6-80P	0	0	0	0	0.357742270276314
MZT1	217.688262079488	224.745132785912	238.468916269847	302.067123843214	358.815497087143
BORA	195.919435871539	161.6587797232	216.251315375141	262.903093665852	261.151857301709
DIS3	689.346163251711	757.036236752546	736.143176311267	501.764901480255	555.216003468839
PIBF1	154.800541923191	193.201956254556	204.401928231298	143.084427083628	169.212093840696
RNU6-79P	0	0	0	0	0
PSMD10P3	0	0	0	0	0
KLF5	662.739820108662	579.605868763668	977.574439367075	455.233380477449	466.138178170037
FABP5P1	0	1.97144853320975	1.48117339298042	0.387762675023381	1.07322681082894
RNU6-66P	0	0	0	0	0
RNU4-10P	0	0	0	0	0
RNY1P8	0	0	0	0	0
AL162376.1	0	0	0	0	0
MARK2P12	0	0	0	0	0
LINC00393	0	0	0	0	0.357742270276314
LINC00392	0	0	0	0	0
KLF12	171.73185119604	165.601676789619	125.899738403335	101.593820856126	106.607196542342
AL138713.1	0	0	0	0	0
AL159972.1	0	0	0	0.387762675023381	0
LINC00402	0	0	0	0	0
AL353660.1	0	0	0	0	0
RNY1P5	0	0	0	0	0
RPL21P108	0	0	0	0	0
AL355390.1	0	0	0	0	0
LINC00381	0	0	0	0	0
AL355390.2	0	0	0	0	0
LINC00347	0	0	0	0	0
RIOK3P1	0	0	0	0	0
RNU6-38P	0	0	0	0	0
SSR1P2	0	0	0	0	0
CTAGE11P	0	0	0	0	0
LINC01078	0	0	0	0	0
TBC1D4	341.044943924531	333.174802112449	521.373034329107	272.98492321646	323.399012329788
AL139230.1	0	0	0	0.387762675023381	0
COMMD6	241.875846754986	388.375361042322	244.393609841769	201.636591012158	219.653753949657
UCHL3	249.132122157636	159.68733118999	152.560859476983	114.777751806921	108.753650163999
AL137782.1	246.713363690086	157.71588265678	179.221980550631	119.043141232178	113.404299677592
LMO7-AS1	0	0	4.44352017894125	0	0
LMO7	137.869232650342	96.600978127278	226.619529126004	71.7360948793255	77.2723303796838
AL137244.1	0	0	0	0.775525350046762	0
FAM204CP	0	0	0	0	0
LMO7DN	0	0	0	0	0
LMO7DN-IT1	0	0	0	0	0
LINC00561	0	0	0	0	0
LINC01034	0	0	0	0	0
RN7SL571P	0	0	0	0	0
AL136441.1	0	0	0	0	0
AL161717.1	0	0	0	0	0
AL365394.1	0	0	0	0	0
KCTD12	29.0251016105983	21.6859338653073	2.96234678596083	18.6126084011223	33.2700311356972
AC000403.1	0	0	0	0	0.715484540552628
BTF3P11	0	0	0	0	0
ACOD1	0	0	0	0	0
RPL7P44	0	0	0	0	0
DHX9P1	7.25627540264959	7.88579413283902	4.44352017894125	7.75525350046762	9.30129902718416
CLN5	154.800541923191	161.6587797232	119.975044831414	124.471818682505	177.440166057052
AC001226.2	50.7939278185471	67.0292501291317	35.54816143153	51.1846731030863	73.3371654066444
FBXL3	183.82564353379	191.230507721346	238.468916269847	229.555503613841	252.566042815078
MYCBP2-AS1	0	1.97144853320975	2.96234678596083	0.387762675023381	1.07322681082894
AC001226.1	0	0	0	0	1.07322681082894
MYCBP2	800.609052759004	788.579413283902	688.745627735894	615.767127937129	652.16415871372
MYCBP2-AS2	0	0	0	0	0
AL159158.1	0	0	0	0	0
SCEL	2.41875846754986	1.97144853320975	0	0	0
AL137140.1	0	0	0	0	0
SCEL-AS1	0	0	0	0	0
RNY3P7	0	0	0	0	0
SPTLC1P5	0	0	0	0	0
AL450447.1	0	0	0	0	0
SLAIN1	0	0	0	0	0
MIR3665	0	0	0	0	0
EDNRB-AS1	0	0	0	0	0
EDNRB	0	0	0	0	0
OBI1-AS1	0	0	0	0	0
AL139002.1	0	0	0	0	0
RN7SL810P	0	0	0	0	0
LINC01069	0	0	0	0	0
LINC00446	0	0	0	0	0
AL138957.1	0	0	0	0	0
SRGNP1	0	0	0	0	0
RNY3P3	0	0	0	0	0
RPL31P54	0	0	0	0	0
ELOCP23	0	0	0	0	0
AL445209.1	0	0	0	0	0
POU4F1	0	0	0	0	0
OBI1	140.287991117892	159.68733118999	140.71147233314	126.022869382599	139.161743137486
RPL21P111	0	0	0	0	0
LINC00331	0	0	0	0	0
HSPD1P8	0	0	0	0	0
CCT5P2	0	0	0	0	0
NIPA2P5	0	0	0	0	0
BCAS2P3	0	0	0	0	0
RBM26	522.45182899077	512.576618634536	522.854207722087	548.684185158084	525.165652765629
RNA5SP33	0	0	0	0.387762675023381	0.715484540552628
RBM26-AS1	24.1875846754986	39.4289706641951	25.1799476806671	61.6542653287176	61.1739282172497
NDFIP2-AS1	0	0	0	0	0
NDFIP2	345.88246085963	293.745831448253	306.602892346946	305.556987918424	414.623291250248
LINC01068	0	0	0	1.9388133751169	1.07322681082894
AL136442.1	0	0	0	0	0
LINC01038	0	0	0	0	0
LINC00382	0	0	0	0	0
