gene  baseMean	log2FoldChange	lfcSE	pvalue	padj
RAPGEF5	157.815972215019	-0.216063299728155	0.162737688261777	0.0932166722752741	0.236678701074312
KCTD14	30.9295337148566	-0.24895169269696	0.317100995964338	0.0933391631260593	0.236914934034034
ZNF136	13.686159294572	-0.182580299155115	0.316596617315916	0.0933417896072352	0.236914934034034
AC097637.1	151.898440190072	-0.21874960417575	0.165758925704633	0.0934159614935605	0.237035032515498
PFAS	172.127293216624	-0.213114793022042	0.170101798361464	0.0934211995197149	0.237035032515498
HMGA1P8	20.2956585978419	-0.219959336641758	0.33058968165785	0.0934486918387229	0.237062896944205
TNKS	804.303283433944	0.156405933053505	0.102092325733864	0.0934642778095754	0.237062896944205
TRAF7	1270.7161109642	-0.134378246459723	0.0863657883361642	0.093502745251212	0.237119751562387
DHRS4	66.0390253017523	-0.262412639783004	0.249384366692408	0.0935511337836572	0.237201741890179
RPL32P3	52.1355015364947	0.264412029442758	0.276838282076753	0.0936016714426323	0.237207735555081
LSM6	158.566195448111	-0.220907049900324	0.169895981339353	0.093600410576691	0.237207735555081
SNORA31	19.9296128405469	0.228568971323885	0.328728240918872	0.0935833263104147	0.237207735555081
RPL37	6436.62937364241	0.145859123527271	0.0973193450703903	0.0936748672212977	0.237352510907892
CTR9	766.694882032621	0.147437405803729	0.0944724207595689	0.0937924248385251	0.237609620942324
EXO1	68.0856168464863	-0.26196706040649	0.249325532486	0.0938184574375408	0.237634817089738
FBL	1474.39621379787	-0.128029478439095	0.0819030082570017	0.0938686821581845	0.237721270845311
TXNDC12	899.613580166161	0.148703664246183	0.0964990181355307	0.0939569160532782	0.23786385399311
AC010616.1	313.606624012693	-0.180223017576107	0.124186683065563	0.093973290813958	0.23786385399311
RNF114	337.296997423767	-0.176394267509349	0.121280211519766	0.0939640947237083	0.23786385399311
RPS26P19	64.5647652663852	-0.258856165770842	0.247217690237236	0.0941302013566286	0.238220204632537
STARD3NL	230.548753974773	0.210220975255741	0.152671974654073	0.0942147518561236	0.238393339228958
AC069281.2	143.448992150772	0.230364861400301	0.181551166363185	0.0942353662306419	0.238404663462758
STUB1	251.941330449606	-0.196418081123352	0.140268934639749	0.0943024877484012	0.238533621407428
LRRC8B	212.297524876444	0.209696184275816	0.151152725049467	0.0943645770337959	0.238602128941446
AL355312.6	207.650256784933	-0.203867548710137	0.147205968527766	0.0943512678423611	0.238602128941446
AC073111.3	15.491381370037	-0.19366431743514	0.322169167723134	0.0944479596600627	0.238602128941446
RPS27L	575.759609395958	-0.179868086421254	0.126343919412152	0.0943887915659158	0.238602128941446
TLK2P1	24.491772801743	0.231092556260277	0.327394812716083	0.0944801856292411	0.238602128941446
NDUFV2	614.373461277268	0.150561007184915	0.0978839969526255	0.0944725053113573	0.238602128941446
ZNF90	37.4360136891936	-0.256792959585947	0.307499715587022	0.0944910949301016	0.238602128941446
AC011447.1	37.4360136891936	-0.256792959585947	0.307499715587022	0.0944910949301016	0.238602128941446
MIR221	11.6982020071149	0.180479701599423	0.315109174159118	0.0944392644561502	0.238602128941446
KIF4A	291.683180278741	-0.187127952298783	0.130399436767059	0.0944176499892295	0.238602128941446
SMYD2	112.048673263973	-0.240391163979687	0.200098526163229	0.0946483994271526	0.238939806230835
AC108676.1	10.8706750925425	-0.167028778043362	0.307627274694036	0.0946571720865722	0.238939806230835
PRKAA2	34.2239362573225	0.247963224294745	0.313802519917834	0.0947501930547119	0.239133752230344
FLCN	111.422806675939	0.241390694139267	0.200858879402726	0.0947803331944981	0.239168958310408
ZNF697	137.157031026565	0.233272308190696	0.186546096328863	0.0948655055451423	0.239342997081613
NUDT16L1	47.8592270495289	-0.261717415926232	0.296853587747839	0.0948869035160829	0.23935610292684
IGF1R	172.112458466437	-0.212139417899127	0.156197549022324	0.0949363464756011	0.239439936851217
CRTC1	191.626043239135	0.212428810459557	0.15951169618835	0.0949690148268105	0.239481441963408
NAA38	150.570478001078	-0.262860928465404	0.285109817796589	0.0950941671725112	0.239756108119532
CENPO	97.7867119048335	-0.247563425928241	0.214664575686806	0.0951876677269077	0.239950892092471
CLIP4	235.813203673708	-0.195122265905176	0.140914159956856	0.0952122827428977	0.239971991243488
ANKRD12	228.8109569898	-0.217015361610958	0.162399801754343	0.0952773407069585	0.240094997769224
SRCIN1	26.7512477810786	-0.24623174774024	0.319693760936541	0.095347446295892	0.240230679973208
FABP6	30.9713936586259	-0.251672208843274	0.313384047405557	0.0954311602765091	0.240328961882939
GMPR2	257.443966304862	0.190790553822717	0.134316400154814	0.0954330629388932	0.240328961882939
AP001065.1	10.6537806185737	-0.165130363552719	0.307093221375365	0.0954352620095668	0.240328961882939
TCIRG1	198.959536797091	0.216807550331482	0.161437138463152	0.0954535037779969	0.24033392838053
TMEM248	242.062937694464	-0.200418164973114	0.144259829272486	0.0955249033014291	0.240463712661114
TCEA1	995.624305155518	-0.147281218883564	0.0968350358423778	0.0955376069325804	0.240463712661114
NUDT6	21.6700081632015	-0.232023013905091	0.324679065234394	0.0955692038381802	0.240502262197206
PPIL3	249.591505138657	0.220897993679552	0.166015328165383	0.0956382420161535	0.240635004439213
DDR1	1177.26178432197	-0.145966558849064	0.0955648658965462	0.0957088896982475	0.240736659100362
ARFIP2	533.311016404537	0.1607245429236	0.104876869745551	0.0957112374015993	0.240736659100362
GLOD4	395.01064102144	-0.183387013061766	0.126129370525659	0.0957334636738491	0.240751570546493
MEIS3	116.248032811433	-0.242184724147934	0.200891846618155	0.0958188372070979	0.240925253314596
USP47	216.279859954802	0.202131937783456	0.145506555192407	0.0959290533968706	0.241161330289069
FIBP	186.205628960826	-0.217645653989889	0.165075003138565	0.0960156760985268	0.241293365152412
AC018629.1	6.811962164513	-0.121622884953651	0.284439556068136	0.0960305776963871	0.241293365152412
IER3IP1	360.439559757507	-0.199728297129914	0.143861518204831	0.0960272986631669	0.241293365152412
FAXC	13.451654974795	-0.17417673448231	0.31179758568969	0.0960991407241015	0.241424575982386
SPRYD4	26.2018173411411	0.245574739252925	0.316382675131554	0.0961663614363813	0.241552370538722
CCNDBP1	179.520385476606	0.217286267254301	0.164810663869605	0.0962365786262145	0.241687646968113
SLC25A24	221.053119023109	-0.205081533006939	0.14820304069434	0.0963006450921944	0.241725255616295
SQLE	835.352236196686	0.158230326703703	0.105061667728327	0.0962687165696916	0.241725255616295
KIAA0100	1250.26600214357	0.130740757512369	0.0825389441347726	0.0963001810023177	0.241725255616295
PDE2A	47.3718754107182	-0.260417341376523	0.274502026136963	0.0963396193193012	0.241782000778919
FAM199X	283.791682871979	-0.211010094331769	0.156582770421343	0.0964245746814336	0.241954105179911
SRGAP2	378.299939012499	0.183198281629264	0.124057141462263	0.0964553131147056	0.241990129981391
SHF	6.995287674137	-0.117397417856258	0.282509246484268	0.0964795031844203	0.242009716597089
AC010327.2	152.920336762558	-0.221782685289414	0.171043470306022	0.096537361656354	0.242113736228805
FAM162A	287.046440316905	0.190324674860093	0.133929015883099	0.0966376435164172	0.242282971830366
ATP11A	477.349295687654	-0.165187542491078	0.111718971521899	0.0966318550469241	0.242282971830366
HLA-DQB1	8.21223773974815	0.150569610595367	0.29874709884759	0.0968207958972699	0.242700966739262
SLC16A5	384.639069949494	-0.180648175301296	0.123219218917594	0.0968565122982602	0.242749304321327
SCAP	290.106744261632	-0.185069889058851	0.133742887420471	0.0969349384409474	0.242904649813346
AC104581.4	109.906164125129	-0.243927426937835	0.200677961327047	0.0970135715720304	0.243060461204551
SCO1	259.541943484994	-0.185439852179929	0.129753935089993	0.0970596862739967	0.243134761003812
RN7SKP173	18.5200084244462	0.194568485302554	0.318960427033177	0.0971350283550671	0.243282237853688
GCSHP5	16.7827857517956	-0.193863016862701	0.321055492635032	0.0973393689971477	0.24355785623152
YWHAEP1	25.5895340036457	0.241699793333205	0.317652650792796	0.0973110798129133	0.24355785623152
PBX3	43.0704274517592	-0.256921563389043	0.282994803896067	0.0973565526422596	0.24355785623152
KLRA1P	15.8588847356539	0.200368093987358	0.321764299299641	0.0972949331879508	0.24355785623152
MTRF1	60.6721807815363	0.253865489645001	0.249926611963668	0.0973246780804029	0.24355785623152
GOLGA8H	9.47009887159668	0.158185885981727	0.302816029694489	0.0972872964884087	0.24355785623152
SLC25A19	88.2411798407728	-0.244882808545608	0.212957870925749	0.0973604888334094	0.24355785623152
ANPEP	7.56111407391802	0.134181902075868	0.29003382252494	0.0974898652893766	0.243840211658427
OTX1	82.6965093437818	0.250252790832541	0.227071586295385	0.0975540841028651	0.243959527741243
ZNF532	144.081646090714	0.227883103444309	0.176289029508646	0.0976675148178614	0.244201849845878
FAM3C	3533.38210915848	-0.0984100675432824	0.0616649488461838	0.0977269221403843	0.24426769777627
FAM91A1	1038.84732932106	0.139366471282916	0.0885897232220277	0.0977267703631551	0.24426769777627
MUC3A	85.8392363850847	-0.245290275311224	0.214787769636369	0.0978113788385847	0.244434318885496
TP53I11	234.398962722871	-0.194626645907171	0.14079169964834	0.0978266783950076	0.244434318885496
COL16A1	6.53201433891939	-0.130093880490742	0.28806634160707	0.0978898783103419	0.244509516807638
PLAA	357.539389417386	0.176746721843322	0.122183489575642	0.097877384325275	0.244509516807638
CRLF1	107.659011257529	-0.240562771528793	0.201966467460745	0.0979675546725101	0.244662166969116
VPS36	294.792743308797	-0.203776880523486	0.149754134280466	0.0979994611038672	0.244700479957121
AC069257.4	74.2591858566293	0.253714354912876	0.242351687970922	0.098065319900085	0.244823543275994
BCAR3	530.180774534035	-0.15539279064305	0.103170983078296	0.0981491023744496	0.244938641392927
BANP	81.5536680509848	0.247462772361065	0.221528553260278	0.0981459221795582	0.244938641392927
ABR	282.803942236251	-0.18341210258312	0.12850874975339	0.0981611668728762	0.244938641392927
TMTC2	95.0569816842108	-0.246205510407367	0.219094860246517	0.098198800562165	0.244991163976406
KNTC1	314.338732702863	-0.186099201780801	0.133706329444207	0.0982541128130161	0.245087766712914
COL4A6	11.7314383382552	0.176797513927759	0.311408926818879	0.0982833686750051	0.2451193520289
GSS	464.696063317671	-0.167763568843425	0.113820194115619	0.0984451111775615	0.245481293436013
MSN	2307.78173465188	0.12353045413897	0.0785316887607832	0.0985367846643725	0.245668419082213
RPL13P12	366.906379323737	0.182070516995238	0.122962270088053	0.0985780268337306	0.245729769218337
EIF5B	1660.23760279464	0.118856366189924	0.0722518128450084	0.0986896771351471	0.245885971510854
MRPL11	298.332514890469	-0.193279882846751	0.140056553274136	0.0986806991605116	0.245885971510854
ZNF584	59.0247835073179	-0.26160883430424	0.24861442245205	0.0986906258521426	0.245885971510854
THAP12	345.210916145315	-0.179938578902215	0.125689759483935	0.0987397641359604	0.245966913291131
GALNT2	468.476697127715	0.164640130127023	0.111002507981511	0.0987714673641869	0.245971439346485
PPM1B	239.90914759761	0.197909991133544	0.14301513224004	0.0987748834418731	0.245971439346485
CHORDC1P4	6.2468622069975	0.132318482025267	0.289118769471146	0.0988340411076714	0.246077272078632
MSL3	54.5690753018597	0.256997031314753	0.252660037027659	0.0989264541935292	0.246265854625348
IDH3B	443.28998932327	-0.169036999393257	0.1150149293232	0.0989859006715435	0.246372320930083
ASL	182.499924461641	-0.21035930927162	0.158159794001672	0.0990537556282964	0.246499676236724
CLIP1	559.588946696033	0.156460689806398	0.105381790014953	0.0991108458096948	0.246600204531045
CLDND1	3452.7794762662	0.12002535653584	0.0751947484487426	0.0991893438497512	0.246712407366312
RNFT1	77.6945097355575	0.246926739040227	0.224627369468299	0.0991787998656179	0.246712407366312
FADS1	439.743426584698	-0.164948100784102	0.111851645698317	0.0993616213372014	0.247007745477347
TEP1	196.246179218771	0.212814031604932	0.161404453412516	0.099374968275919	0.247007745477347
FAM217B	153.27135799329	0.232171291189527	0.187941494412349	0.0993537788995245	0.247007745477347
MT-TH	235.012866965992	-0.204621077613425	0.144389528647801	0.0993350006828636	0.247007745477347
LAMC1	1320.18427319122	0.130196286904867	0.0806708067264327	0.0994852841722306	0.247240346196533
DPP7	633.14379037266	-0.149053423022449	0.0988620596373171	0.099555779076743	0.247373922375382
ZNF627	97.3216731130644	0.24276384678584	0.212971092043353	0.0997115850882191	0.247719397060742
AC079416.4	8.938921189226	0.147154896331362	0.296147971587627	0.0998689527425719	0.2480686345911
SGSM2	297.043760736413	0.189875380544292	0.135075091988553	0.0999289609664607	0.248175960221345
DNAJB6	550.905195290081	0.153096306830693	0.102353598261035	0.0999634222769627	0.248213591652358
MAP2K7	521.4130399543	0.156165921846944	0.104520202558066	0.0999777193563179	0.248213591652358
TMEM33	578.579163496844	-0.155026339706559	0.103239856938291	0.10004141037709	0.248329980522663
LZTS2	393.83826375946	-0.182964878128831	0.128373866581261	0.100108543347943	0.24845487270427
F10	47.8832259396818	0.25646547882078	0.271441038866246	0.100159670533642	0.248540005564078
NUP54	295.179431464164	0.182395991396661	0.126304653419146	0.100236633660171	0.248645113350324
PKD2	42.5099262685668	-0.252694904457241	0.299721993988495	0.100251307665472	0.248645113350324
COL12A1	750.25188554084	0.149323770512267	0.0995331889831088	0.100252524716662	0.248645113350324
CHST12	45.975791054141	-0.254302220628876	0.281674253794954	0.100290513437241	0.248697576715616
ETV6	61.2151850739014	-0.258064166410308	0.250938326125889	0.100346265842258	0.248794064958348
GTF3C2	364.542490079246	-0.17631356327378	0.121794754805284	0.100464180344439	0.249044616890091
RTN3	912.857917182271	-0.142301641502331	0.0963622794967855	0.100551760818262	0.249219901142176
SCARB2	819.959982382702	0.140191746381829	0.0927388963724224	0.100613475667302	0.249331028779968
USP2-AS1	12.9967879558185	-0.179940979712676	0.312124513298346	0.100639133084515	0.249352779926948
ADCY7	171.461595882554	-0.218725202480099	0.169552463476075	0.100673537934996	0.249396193589763
ZDHHC23	78.8686254421078	-0.245063852323016	0.222355449557172	0.100867388387548	0.249834517314028
NDUFB2	192.726640984026	-0.218433026848509	0.171297135077222	0.100906707656027	0.249890005950517
MAP4K3	217.668724268232	0.194746685326571	0.139887011753964	0.100978901078606	0.2499661198657
TBPL1	77.0298534825366	0.249235807091107	0.234747193420787	0.10100480865858	0.2499661198657
IL32	20.5575982952102	-0.216384919141372	0.322003987707341	0.101000129038037	0.2499661198657
TUG1	406.159771960208	0.186178393293065	0.132485015658992	0.10100512926336	0.2499661198657
SSBP3	188.337657211345	0.207887116671553	0.155899094008689	0.101083926034307	0.250106160711359
CCDC149	51.9159977242651	0.254442530770494	0.261561861543908	0.101100037150917	0.250106160711359
NEDD8-MDP1	359.621847084831	-0.173726846034273	0.121013316259946	0.101112509597091	0.250106160711359
MAP1S	235.61017854532	-0.198683190185956	0.143602498357495	0.101134527813256	0.250118741814402
BX537318.1	6.88221110323439	-0.11306481295237	0.279683389149755	0.101152291765804	0.250120799123611
SMIM15	391.764164036735	-0.192953270761171	0.132523950483423	0.101204628971176	0.250208331240538
TAF2	575.343961097411	0.159370988351251	0.108708379967756	0.101224753406892	0.250216207718643
RPL10AP6	61.0212073260946	-0.256124375529138	0.257094375453273	0.101391019637125	0.250543349294013
ASNS	1796.18945416325	-0.137273395111845	0.0892246285263873	0.101379149525335	0.250543349294013
SAMD5	20.2300194811839	-0.206848839905497	0.31930713727394	0.101448528727672	0.250601616449024
PRMT7	80.0797550569257	-0.249711535825216	0.235502520538055	0.101439817085274	0.250601616449024
SEC23IP	883.643387513636	0.135724098455271	0.0902869260320386	0.101490181010283	0.250662590517288
AL160006.1	103.122446742288	0.230596696237172	0.190957888339548	0.101548677457355	0.250765139317962
NIP7	353.528646967647	-0.175040575373368	0.118378120717967	0.101615640412193	0.250888557608043
UNC45A	753.306065470849	0.14315338292917	0.0953814081697601	0.101704239653625	0.251065345615534
PTGES	172.453641085344	-0.21682613065955	0.169445939219777	0.101730375521161	0.251087904293834
SNORD58C	10.156950288406	0.155271697054055	0.299846613401415	0.101970422658257	0.251638336703604
BBS5	30.9518661258441	0.242566966666656	0.306930067504542	0.102094909487	0.251903457982622
SENP6	319.634876472194	-0.17570827089445	0.125715307768946	0.102168135040462	0.252042032534686
SBF1	617.627225678762	-0.148262592500872	0.0988118776652899	0.102205293561767	0.252091600683657
CD63	1160.69168010932	0.148349115280828	0.0977660176667575	0.102235494612516	0.252123994393338
MECR	164.650319098301	-0.220611507645373	0.179502735593466	0.102335948359036	0.252316587635545
MPP2	62.6180483544687	-0.249408965981368	0.238642095950836	0.102347752038464	0.252316587635545
FAM160A2	230.9952907631	0.199591293302463	0.14735625427143	0.102396518125903	0.252394688095418
BMP8B	107.357133626696	-0.238809229547069	0.204301818760804	0.102661300217696	0.252972522355877
CASP2	338.871732290155	-0.16836841545941	0.121271297761702	0.102682320880439	0.252972522355877
TP53RK	62.2386599486842	0.247842617183811	0.239049601442532	0.102678038626908	0.252972522355877
UMPS	212.665309329608	-0.195037479651741	0.145836654493409	0.102733668246477	0.253056819632642
CDKL5	55.167178930129	0.251642079085669	0.273199267552569	0.102784680604573	0.253140263736371
MNX1	19.0702977170845	-0.197634808862834	0.317529094845537	0.102863550042568	0.253250060204803
SLC25A11	192.854913226615	-0.203341172576392	0.150314449028279	0.102856131090811	0.253250060204803
CRELD2	192.036196586201	0.207366361804168	0.15508204470013	0.102942295617502	0.253401698193924
KNL1	382.901960139246	-0.169957712954125	0.116098300962302	0.103079890983404	0.253698125559286
PPP2CA	1209.45566331506	0.129166317671302	0.0820617412188115	0.103134916151748	0.253763239208234
CREBL2	133.713941975138	-0.222018422662661	0.178515135910266	0.103140704590187	0.253763239208234
AMPD2	385.617965581735	0.171549541168451	0.119316583407786	0.103295206345016	0.254016445501678
TMEM79	17.357659640241	0.191602548015464	0.31476636413994	0.103274632053476	0.254016445501678
AL355987.2	110.948408800443	-0.236906922681733	0.198175081548908	0.103282799535655	0.254016445501678
ANKRD23	55.7001470066653	-0.252221469885062	0.257227718524592	0.103381939456815	0.254184653946428
SCN8A	98.2143232901732	0.238306760741194	0.212210860926757	0.103398022310052	0.254184653946428
DDX60	160.982787587647	0.219456658617226	0.175176539549202	0.10347438081247	0.254291248209909
AC011511.4	233.121699250606	-0.190873372239413	0.139205253635424	0.103475811873122	0.254291248209909
HTRA2	142.39628520247	0.21904057402005	0.17318391803068	0.10351931114506	0.254322323046756
FKRP	17.754165117667	-0.193251901894822	0.315114301735636	0.103522889824001	0.254322323046756
AL109811.2	10.5278841619829	0.151597785062601	0.297559586203259	0.103586723762837	0.254416948130295
NEDD8	437.952896133517	-0.166470503004602	0.113915976963996	0.103595853168408	0.254416948130295
DARS2	78.7795756688121	-0.241528527811499	0.219922340507785	0.103657581669454	0.254448013896587
RPS6KA5	196.247384786489	-0.199073402383835	0.149835223768259	0.103631734385358	0.254448013896587
NONO	2231.815254505	-0.112663586387567	0.0729284378186024	0.103660177879073	0.254448013896587
TUBGCP2	207.883180857676	-0.210862883721775	0.162759546425723	0.103718463411426	0.254548785764013
TBC1D22B	123.092225971059	0.227445605760819	0.187495869300197	0.103772513370607	0.254554561194056
SNX16	114.795478549303	0.228209008090065	0.190144003473864	0.103765113781683	0.254554561194056
CACNA1G	31.1483870888798	-0.241709515033327	0.303720334043111	0.103764035661563	0.254554561194056
BPHL	61.4243934761461	-0.251649630900101	0.264529365587911	0.103876819109668	0.254768117530802
ANKRD18A	96.1600722224385	0.238280384994863	0.223367495588828	0.103918288994537	0.25482751743481
ZNF281	321.272979426776	0.177656698085225	0.12484752424491	0.103940806344866	0.254840430095662
SGK3	142.889403377273	0.222280429351598	0.180663695003133	0.104079260731697	0.255137543897882
ADIPOR1	939.093416692701	0.144943005755154	0.0952434819559209	0.104150840607295	0.255239201733024
TSN	720.801516685965	0.142883096362274	0.0954839215130137	0.10415528757424	0.255239201733024
NPIPB13	8.22873154503258	-0.128460999766167	0.286446031607755	0.1042215882276	0.255359313534268
NR4A3	20.9170527308245	0.201920867113571	0.316853249761213	0.104350387272204	0.255590104590449
MAPK8IP1	63.1784286559667	0.248396263834903	0.244869323836246	0.104348593279626	0.255590104590449
MRPS18B	546.221446197098	-0.158775915047642	0.105269194334014	0.104384302717207	0.25563078908133
IER3	4098.12157878036	0.136494913606584	0.0916718910979716	0.104442886247389	0.255731860707182
FAM92A	452.613891554117	-0.17095351415143	0.119631281946961	0.104562552615156	0.255950392975432
CCDC114	27.6745058191237	0.221092247595725	0.316365434457273	0.104566789981501	0.255950392975432
HAUS1	134.270494692148	-0.231707815322665	0.197229129937873	0.104606587093472	0.256005385113446
SETD6	52.0349731112807	-0.250073797816652	0.260449170129929	0.104716277675976	0.256231382115209
RBL1	56.7034715284782	-0.250746204106194	0.256788844840549	0.104737738239715	0.25624144903562
DDX46	839.09114002067	-0.136358801005108	0.0931653769009669	0.104842378549732	0.256454978628356
ZNF800	198.593095589747	0.199034426321792	0.14935880262139	0.104887788973776	0.256523579258381
CDK12	662.939027313975	0.143061230304105	0.0952503266884852	0.104929827607964	0.256583912170973
GOPC	221.974213753758	-0.197541720711333	0.150575022036485	0.105048861913724	0.256789969913872
RNF157	7.75965742033481	-0.131588314937221	0.287962944706688	0.105034253733944	0.256789969913872
GATB	87.5002894479794	-0.239929348770365	0.215658099097901	0.105071376008738	0.256802509331747
REV1	206.519577487022	0.200654194727949	0.150832956773707	0.105090472963964	0.256806694230551
C11orf58	703.509877070469	-0.161674143510703	0.111584155478991	0.105134948613784	0.256872884704402
CASP6	68.7996794957224	0.247632752408357	0.246971997657772	0.105299642489753	0.257232730090727
TBRG1	189.998384300138	0.200891960761381	0.152382613029684	0.105499531157322	0.257678418362428
RAI1	223.955377045709	-0.197855410035604	0.149581469340898	0.105584194343489	0.257842572134572
TLK1	306.552391911937	0.176105583094824	0.124043247712054	0.105666137151989	0.257960969845841
AC004951.2	10.5202304258135	0.15121219450525	0.297141296216959	0.105667602798347	0.257960969845841
WASH9P	48.6506687945131	0.239351509517434	0.304486587837177	0.105745830281268	0.258073366411774
AL445423.3	13.9051389396986	-0.18711028439799	0.31327677036969	0.105766054715467	0.258073366411774
STAG3L5P	118.668296128776	0.23987735994657	0.212007999629236	0.105765493161725	0.258073366411774
EIF2AK4	766.507312438573	0.14836117148728	0.0998699375862196	0.105919010876178	0.258403902339042
ATP5MC2	880.906239134202	0.145668814401137	0.0961173748191826	0.105952684683839	0.258443371557079
CBWD2	144.694942499598	0.215965819657502	0.171186618969142	0.105982540639543	0.258473516646413
SNORD19	8.35105570542638	0.139780804777721	0.291514129269861	0.106040329823586	0.25852908931408
PIDD1	93.6014160097548	-0.235746418886285	0.20704716711798	0.106039531152549	0.25852908931408
GTF2IP12	51.047771909611	0.249687179199083	0.284877575738093	0.106165756909433	0.258706790014211
WASHC2A	182.343205002111	0.21418046571875	0.16995692677241	0.106155182873314	0.258706790014211
EEF1B2P3	260.856385509817	0.189137658780294	0.137807762294809	0.106158669071742	0.258706790014211
RAB11FIP3	83.4749346048057	-0.243475255116757	0.223599798306891	0.106238936031032	0.258809896848609
C17orf80	132.646500448525	-0.219484331402312	0.178695170599481	0.106243109564714	0.258809896848609
CFAP298-TCP10L	276.853643772605	-0.180064255003215	0.130081582334059	0.106266094724023	0.258823207133267
DYSF	36.9174660639256	0.233980709901785	0.30606749370201	0.106379928188499	0.258857799137647
NPAS2	77.5491509107529	-0.241857581724852	0.225784447035778	0.106388378993086	0.258857799137647
AC011375.1	6.37649499766791	0.122559816280139	0.283461143872465	0.106301295020669	0.258857799137647
SIRT5	102.257122910848	-0.228654256607014	0.194390042686421	0.106320848812595	0.258857799137647
CDKN2B	67.1589173205086	-0.247832614185247	0.239930739880409	0.106333747653285	0.258857799137647
NDE1	538.593815607766	-0.18071126697342	0.127035928617628	0.106426828002853	0.258857799137647
NLE1	173.804093022511	-0.204148567004015	0.161175995147968	0.106381638033701	0.258857799137647
SYNGR2	570.133395021173	-0.168584662338655	0.116068530457093	0.106438009204039	0.258857799137647
AC010522.1	31.2340122620375	0.231088060845884	0.308347673539767	0.106407453101807	0.258857799137647
BRK1	442.840386118516	-0.167122895518869	0.116633066083515	0.106487401250184	0.258935290743658
RPS10P7	9.07974720324687	-0.147703596019236	0.295531207935023	0.106586559684294	0.259133749120539
PRKAR2A	590.940149014783	0.149535698893938	0.0993955716330999	0.106647181909891	0.259238468187083
KPNA5	149.398913963702	0.220640343601893	0.185356291908643	0.106771662041943	0.259498353353666
LIPA	393.925434102193	0.166755566358486	0.117513472469783	0.106809435744827	0.259547455966867
AC008738.7	18.8604112066846	-0.201606095770556	0.312911646788694	0.107026547555964	0.260032263239588
KIF2A	489.766840451239	0.153614977728655	0.107327052658614	0.107206613939915	0.260384100809014
ST3GAL1	178.25537957609	0.203852709989857	0.156620923453022	0.107197647869843	0.260384100809014
RPL15	9653.72547414543	0.134094633167619	0.0892618092229549	0.107427273661328	0.260854214287764
PKN3	204.461795810555	-0.200855200417084	0.153629653057608	0.107453147437114	0.260854214287764
AC125616.1	8.36457011314776	-0.147154536613398	0.294996455519958	0.107438412582825	0.260854214287764
MYL2	34.8461383757822	0.224808701410901	0.311179276947474	0.107480453219638	0.260877629799621
ZNF280D	139.345367551047	-0.227117166604668	0.18272668864589	0.107513590662602	0.260915189956949
RABEP1	316.334929071459	-0.170227157641621	0.123528741661222	0.107783981951037	0.261528413498803
RCE1	134.285569028818	-0.218053236419653	0.177725755729603	0.107941128860261	0.261815597587723
SINHCAF	1214.7033828996	-0.12967302363181	0.0868185514329186	0.107955510757299	0.261815597587723
RCN2	696.169762557052	-0.16538838616807	0.116090467471184	0.107928563093695	0.261815597587723
AC005332.4	9.64597660770893	-0.150769742632685	0.296622258105599	0.108092643607828	0.262105143035922
PSMD1	761.54775849062	-0.137053896519422	0.0915389696176546	0.10812998235788	0.262152650482621
HMGN4	496.327496745264	-0.155972473249514	0.107779975297419	0.108158589557323	0.262178976852769
HADHA	990.322153708082	0.134288533925249	0.0903688238486321	0.108227582768742	0.26223593508541
ATAD1	1189.12757022451	0.135089952576384	0.0927865310034926	0.108235343637676	0.26223593508541
MMP14	188.715644911104	0.204888159245019	0.156458606929955	0.10821445807983	0.26223593508541
ZNF500	53.3376219163045	-0.247841926948678	0.261871342239567	0.108275911374732	0.262291204137019
RSC1A1	100.254168211536	0.228478570285099	0.197110885419751	0.108345922513379	0.262394617748129
AC140504.1	41.3087337973475	-0.246446055773394	0.276921234406151	0.108354127285648	0.262394617748129
PML	234.685016889848	0.191343132435142	0.141941812662023	0.108444959116886	0.262571535170406
IL4R	161.665750274443	-0.214501389443307	0.165029171401583	0.108581067967062	0.26285800327916
ASDURF	108.985845447522	0.237372528835222	0.217197363019184	0.108735473100292	0.263188662729398
RNASEH2B	89.3456986763718	-0.232206437144525	0.206025698077133	0.108956229562106	0.26367978753136
DNAJA3	598.773570603725	-0.151305863031063	0.103905447890156	0.108995316345534	0.263731173309785
CC2D1B	104.906852853766	0.230541350478465	0.200717783960279	0.109057983045576	0.263811310737606
ZNF204P	107.411292401914	0.234271840864129	0.207727102708684	0.109064153443986	0.263811310737606
SPATA33	57.6530821477384	-0.246310447894344	0.25601189565798	0.109096294599518	0.26384585196858
AC067852.3	7.0146751731889	0.11637274623906	0.280131730337579	0.109183517633999	0.264013573823774
FAM184A	13.254828137725	-0.168925942074736	0.304891050386052	0.109279387065561	0.264202144964398
BACE1-AS	61.5653791820783	0.245517409057329	0.258020551507875	0.109347024052898	0.26429224886376
ZNF74	91.6681960375934	-0.232484953500767	0.206151917774662	0.109352438739189	0.26429224886376
HSDL2	388.396699003211	0.171812284029458	0.121688330149651	0.109529670417219	0.264634002519327
SERPINB5	247.822726132934	-0.19051532713225	0.142583565977119	0.109526715599615	0.264634002519327
DOLPP1	117.740698590188	-0.224522493701238	0.189626752125789	0.109552960754985	0.264646988760856
EPHA4	26.6840109306632	-0.218780673780833	0.308631680971631	0.109576729002754	0.264661125053742
