cell_line	tf	cistrome_id	cell_line_file_size	overlaps	odds_ratio	fishers_two_tail	giggle_score
HAP-1	CTCF	75573	35050	16	2.687819304902483	0.00094441932874058317	4.3147341899625255
K562	GTF2A2	64550	2437	3	6.4656957664356707	0.025154389774803428	4.3068361935409537
K562	SPI1	68824	14550	7	3.8135043826963342	0.0059510185140230674	4.2975253660604188
HeLa	SMC3	83137	17906	10	3.2257078573680542	0.0028648741293518693	4.2965146068219317
A549	NKX2-1	74050	11300	7	3.8120922899398479	0.0059637195845866301	4.2945487537830885
H3396	ESR1	5545	660	1	19.268424320024835	0.098697740464089333	4.2924644701557679
K562	ZNF740	63820	3742	4	5.2659042359730783	0.016198237724131931	4.2913350902109296
LNCaP	MRE11A	51838	11067	6	4.1315827426296394	0.0080059491126302738	4.2910735664653301
HEK293	ZNF335	63295	43943	26	2.327677229642255	0.0003033379198850754	4.2881479441390694
A549	BCL3	63002	28519	14	2.8142266101873288	0.0013425627581804119	4.287242613157205
GM10855	VDR	560	24625	11	3.0946205810730385	0.0023420875640744795	4.2869222799948431
LNCaP	NANOG	71757	2016	2	9.005420881847682	0.044726212499570096	4.278789125107395
Kasumi-1	NR4A1	68309	53856	20	2.5332513613928538	0.00064717387218138373	4.2763897323678519
U2OS	POLR2A	41762	19734	10	3.2179838058275378	0.0029128299846784563	4.2755629492677774
MCF-7	CTCF	71678	55568	23	2.386750062512728	0.00039487680791856282	4.2716023159504525
VCaP	AR	5666	53540	21	2.4723591608083924	0.00053656323210652905	4.2707499200546627
A549	BCL3	63663	12390	7	3.799374843710928	0.0060679675711028895	4.2693311830536979
A549	EP300	62850	5674	4	5.2462104814147112	0.016392365750688309	4.2692840558867768
JHU-029	TP63	72220	15036	8	3.5568985233200308	0.004671873803043097	4.2662757670560701
HepG2	CREB1	56049	12984	7	3.7912672065381114	0.0061355828572378877	4.2532456724722828
A549	CEBPB	63666	5904	4	5.2209986630299694	0.016651277376822795	4.2406484613181936
LNCaP	E2F1	44325	15119	8	3.5450866091324311	0.0047629331383094219	4.2397852374522111
LCL	YY1	76301	4654	4	5.2134433316991293	0.016732500696013938	4.2318982616779567
SU-DHL5	EZH2	35655	28980	12	2.9654513804052964	0.00203991348212459	4.2192059991758243
MCF-7	CTCF	71680	64178	26	2.3098396467373754	0.0003223680742364136	4.21718693747584
H295R	REST	35605	3425	3	6.3530020622407433	0.026300098582213993	4.2146665060440794
HEK293	ZNF320	65141	6130	4	5.1966054418828875	0.0169066528272316	4.2129161677701523
K562	EGR1	46298	65803	25	2.3550047080308922	0.00039157743984965288	4.2103572390295041
YCC3	GATA4	47594	8345	5	4.5196963966895636	0.011726076627964579	4.2019597752639371
HepG2	EP300	45822	23779	11	3.0655401953268431	0.0025141662809515241	4.2013306799255117
HCT-116	POLR2A	83956	19821	14	2.7879301450171647	0.0014629493867197476	4.1931769802914624
293FT	EMX1	44563	13644	7	3.7609752636135272	0.0063965034119849569	4.1930779868396058
HepG2	GABPA	56046	37493	16	2.6561883406759645	0.0010643209291757736	4.1899173660211625
HeLa-S3	SMARCA4	45768	4102	3	6.3201891104918744	0.026646073481573039	4.1877648218361728
HeLa	SMARCA4	1344	4102	3	6.3201891104918744	0.026646073481573039	4.1877648218361728
K562	GATA1	45970	8594	5	4.5056638544415026	0.011869829651365729	4.1818053251573333
K562	GATA1	2001	8594	5	4.5056638544415026	0.011869829651365729	4.1818053251573333
MCF-7	ESR1	49653	2134	2	8.7900555375238927	0.04669547961119562	4.1729841411182535
H295R	REST	35607	3503	3	6.2911876636017059	0.026960864783699446	4.1637848006753608
LCL	YY1	76295	8010	6	4.0565445565593672	0.008708576917920703	4.1618244351118467
HEK293	TRIM28	1177	2222	2	8.761344508710561	0.046967358317484768	4.1588085656383962
MCF-7	ESR1	52608	18446	9	3.3230236166463691	0.0039952828003559749	4.1553106281914617
LCL	YY1	76303	6259	5	4.484979120950344	0.012088634202044667	4.151847479303087
MCF-7	ESR1	82330	10656	6	4.0454480340164567	0.0088160173730592886	4.1429461371121876
K562	MYC	45870	26563	12	2.9344201331961197	0.0022195730434513516	4.1214437610512262
K562	MYC	2090	26563	12	2.9344201331961197	0.0022195730434513516	4.1214437610512262
SH-SY5Y	TCF4	84213	6166	4	5.1126227211316229	0.017825087029381238	4.1171826537865189
A549	HES2	64962	5954	4	5.1108852112301886	0.017845072247260322	4.1151796261390002
A549	KLF10	75163	895	1	18.212510819104573	0.10411280625442489	4.1135705241896073
6540	LHX2	50899	15892	8	3.4874387860421194	0.0052364720663090296	4.110675057982712
MCF-7	ESR1	87116	7389	5	4.4503211403685343	0.012459707411955661	4.1021036453493978
T47D	ESR1	53956	3915	3	6.216030499040917	0.027793174488691623	4.1017690398718155
GM18505	CTCF	42369	45267	22	2.386494735213581	0.00054010564050227368	4.1003900928941335
VCaP	AR	51049	56568	21	2.4263852871334084	0.00063109831586821189	4.0920636245229116
MCF-7	ESR1	54086	12789	7	3.7014054452359866	0.0069478314132539321	4.074746496240508
MCF-7	EP300	33126	48456	19	2.5350611017410642	0.00092681007561258265	4.0703606569377335
T47D	PR	53979	32385	14	2.7524111790281727	0.0016415955784592107	4.0676495846198675
U2OS	HSF1	54574	32830	14	2.7497490820306547	0.0016559402773970106	4.0582480495544763
MCF-7	ESR1	2298	16025	8	3.4617595902284348	0.005464106498714714	4.053246960300989
501-Mel	MITF	52548	130138	40	2.039475826091302	0.00011632527665748396	4.0452676289394393
MCF-7	RARG	49622	4104	3	6.1390010446076895	0.028682895823060212	4.0379490365665521
A549	BCL3	64912	8266	5	4.4046885354074892	0.012970373697138437	4.0364701208342254
HepG2	CTCF	45794	69305	25	2.3053889033493431	0.00044806096016650808	4.0351727569792387
K562	REST	46286	50102	20	2.4598163898322487	0.00078628792113684291	4.0312444676747757
HUES64	CTCF	51438	75149	30	2.181035272641787	0.0002640234242490292	4.0256991170778874
MCF-7	EP300	33736	2270	2	8.4909278909719639	0.049653339211499416	4.0242016229549751
A549	BCL3	63200	15328	8	3.4480937397067106	0.0055899274343956266	4.0226797997658982
ID00016	CTCF	85767	62351	27	2.233928175049078	0.00034049678304730761	4.0213021065982069
FB0167P	MYC	38190	4552	3	6.1132734274711158	0.028987469328232529	4.0166222596828775
HepG2	ZBTB33	46255	3973	3	6.1098910619319975	0.029029566205983645	4.0137487697229822
GM12878	MYC	8091	4001	3	6.104721302276789	0.029091553934044845	4.0094537878936491
JHU-011	CTCF	85815	55038	22	2.3658526359795014	0.00059319281671499819	4.0088530530230237
A549	MYC	45560	20352	10	3.1168318264051313	0.0036327598807899887	4.0014077715510196
HEK293	PRDM10	63034	62814	29	2.2079356894722264	0.00031637814004023243	3.9992075985357681
HEK293	SP4	65112	4313	3	6.0888213540964102	0.029282675769904814	3.9962622818144071
U2OS	ESR1	71969	74089	26	2.2572726676542296	0.0004014457047487844	3.989314391287204
MDA-MB-231	GATA3	67516	57350	27	2.2266982011394738	0.00035432381840519579	3.9851183580245454
LNCaP-abl	MED1	58636	9370	6	3.9512582493491335	0.0098127967051046003	3.9808935135229797
WI-38	SUMO1	35700	11572	6	3.9506807715514896	0.0098178310811826252	3.9800285300366751
GM12878	CEBPB	46149	36107	15	2.6602336257873014	0.001525270912428694	3.9758548707425595
LNCaP	FOXA1	67744	121770	36	2.0863998746453065	0.00018076320024641559	3.9712649856407326
MCF-10A	MYC	54516	2376	2	8.3833068825910928	0.050786057016352439	3.9701539220597931
A549	NR3C1	64155	4010	3	6.0520986268797445	0.029733497117211091	3.9656450578160218
GM12878	NR2C2	45653	11280	6	3.9420919148741627	0.0099151531862304904	3.9652461186527326
LoVo	BARHL1	38808	692	1	17.355739270092439	0.1089592463281688	3.963911948496189
K562	CTCF	35416	47416	19	2.4985089040205368	0.0010021322518550361	3.961980039092098
HeLa	POLR2A	85295	16562	10	3.0995568012185073	0.0037747575228015341	3.9546671486876965
MCF-7	ESR1	53987	13251	7	3.6395276123674178	0.007577382422402083	3.952048645041092
HEK293	ZBTB11	64751	20304	12	2.8800477549356471	0.0025766596242529684	3.9509670203990635
BJAB	SUPT5H	70927	34613	19	2.4940141464696239	0.0010130580456828063	3.9479802520335605
MCF-7	STAG1	2394	66558	24	2.3283909533994547	0.00057929439530813698	3.9471047025384359
HeLa	ELL2	49004	11078	6	3.9215120880082592	0.010152623194197499	3.9298516313575708
MCF-7	FOXA1	6566	103096	33	2.1150008337334461	0.00023266444281398067	3.9263231165712952
MCF-10A	CTCF	76251	54613	22	2.3472091293499724	0.00064745101892479066	3.9252333236973126
HEK293	CTCF	65096	4483	3	5.9954204014725985	0.030444752443425734	3.9183929232117673
293T	ZNF793	77032	6850	4	4.93566131264964	0.019970723050872661	3.9146067871588943
MCF-7	ESR1	83430	27714	13	2.7825045658235772	0.0022384359553806432	3.9124994291375969
A549	EP300	64638	12710	7	3.6179580726415863	0.0078120761126496482	3.9092884236876603
MCF-7	H2AZ	76113	40407	21	2.3800459203721731	0.00076006600573275604	3.9020219776362998
VCaP	FOXA1	51269	131260	42	2.0008055647841045	0.00012604055964889491	3.9017551837822221
LNCaP	GATA2	67749	29570	12	2.8615520884271519	0.0027103286036593288	3.8935868365203576
HeLa	EP300	56234	49201	20	2.4219238553763187	0.00089175578650686983	3.8919543465846947
HepG2	CTCF	46250	73965	26	2.2346593763282971	0.00044804541927916077	3.8846504138127324
LNCaP	E2F1	44339	11247	6	3.8937601905226531	0.010483030897498081	3.8821499633250547
GM12878	RELB	76403	26451	11	2.9559958542159133	0.0032941792896876222	3.881360257314478
HCT-116	TOP1	68775	4395	3	5.9465885013121875	0.031077155164209974	3.8775349285437579
Ovcar8	CTCFL	55779	53111	21	2.3738430811689182	0.00078008659341307536	3.8761958460936298
HCT-116	POLR2A	55672	14697	8	3.3819478525179285	0.0062452353143739547	3.8751042614547207
LNCaP	FOXA1	33918	52327	19	2.4701266671555784	0.00107696816458224	3.8717436974084463
HepG2	L3MBTL4	77271	16787	8	3.3796975912631315	0.0062683137873141299	3.8701730259653684
VCaP	SUMO2	55722	70181	26	2.2296631792006383	0.00045954904307196483	3.8611005690602374
GM12878	IRF4	46128	59642	22	2.3329396918606036	0.00069329466423723412	3.8608691224769189
K562	SPI1	68823	35383	13	2.7621073577169133	0.0023807485659123975	3.8451330211069558
DLD-1	PAF1	88509	22026	14	2.6880609256462091	0.0020297654066770875	3.8411057711239839
293T	ZNF284	77146	20833	8	3.3662014610538256	0.006411860068711776	3.8402374528197555
MDA-MB-231	FOXM1	39460	13438	7	3.5822736267747701	0.0082177943009180788	3.8386760246233654
MCF-7	ESR1	83433	14134	8	3.3645987149792336	0.0064310607556072514	3.836457618543625
HEK293	CTCF	45720	73856	26	2.2237890781456491	0.00047362094433326443	3.8332945243254112
MCF-7	ESR1	76103	19160	9	3.1924376216522332	0.0051446397149085674	3.8326987012536856
HEK293	ZNF436	65128	4149	3	5.890531937187685	0.03182517639733451	3.830508022254024
MCF-7	ESR1	36834	56499	21	2.3587001357521995	0.0008327150667310804	3.8124008505283396
MCF-7	ESR1	87948	5823	4	4.8450251327308544	0.02119588530276583	3.8102952669845308
ZNF532-NUT	BRD4	81898	11347	8	3.350812107788852	0.0065843274507759041	3.8056303679266938
HEK293	WT1	64977	27459	14	2.6760196442559936	0.0021117290508189284	3.7992510861192644
HeLa-S3	BRDU	35295	4266	3	5.8506142719173804	0.032371545401019512	3.7969797535107475
MCF-7	ESR1	74158	6854	5	4.2352799932361975	0.015103025891655618	3.7920216239534241
MCF-7	ESR1	86283	42968	18	2.5095868102955747	0.0013989975814233529	3.7887848488545701
293T	ZIM3	73977	27701	11	2.9220130379913853	0.0035861005253882532	3.7829076357769996
HepG2	RAD21	56037	76385	26	2.2128526528474142	0.00050161030870363827	3.7810744644072888
MV4-11	CDK8	56375	15028	8	3.3361696725359691	0.0067482278115773375	3.7732864767296908
HepG2	POLR2A	56570	14368	9	3.1676525276839862	0.0054026941850728721	3.7716078306462186
MCF-7	ESR1	33156	28541	12	2.8213019787783193	0.0030301351395243084	3.768642278759362
H3396	RAC3	5562	2213	2	7.9833460842954516	0.055355889437639484	3.7667298907102109
DL23	POLR2A	39909	11107	6	3.8221746987168652	0.011394452930429881	3.7591199318932504
HeLa	GTF2B	56982	6417	4	4.8002451658205905	0.021833517613716447	3.7587425687252635
MDA-MB-231	TEAD4	55298	10834	6	3.8188787410285285	0.011438745487320604	3.7534440766663963
VCaP	AR	44579	31771	14	2.6607954836183008	0.0022208467981171573	3.7463379466428872
MCF-7	ESR1	52632	23058	10	3.0190371065742569	0.0045147409264567942	3.7387228018816874
hMADS-3	KLF11	50414	32371	14	2.6571083174949011	0.0022482011716342265	3.7335338309090089
HEK293	ZNF71	62768	6810	5	4.1919723341997805	0.01571293251526244	3.7294711809033458
HepG2	MYC	8106	4504	3	5.7643346645535942	0.033595739529211504	3.7243069088789693
K562	ILK	64129	4001	3	5.762752626539176	0.033620298878577387	3.7229214052611289
A549	SMC1A	71867	52208	19	2.4243990038414434	0.0012326814426468695	3.7168079414397932
HEK293	KLF9	62637	25155	14	2.6522896821056401	0.0022851994095328631	3.7166232996340157
T47D	EP300	53971	24559	11	2.8980235352371571	0.0038092896296666639	3.713572143359815
RT112	BRD4	81609	7053	5	4.1790741149515442	0.015899773718151827	3.7108602489313803
293T	UHRF2	76568	28376	12	2.8017908937528184	0.0031993578055215348	3.7083481093094985
MCF-7	CTCF	84200	94558	33	2.0703308732853491	0.00029574293003501813	3.7050506123114212
K562	IRF1	64676	7539	6	3.7881736813729643	0.011862618661021682	3.7004668064992553
H1	CTCF	36632	82900	28	2.1695063530944942	0.00048808243894768781	3.7001678122932235
A549	BRD4	85406	17532	10	3.0038030697774265	0.0046730846504248197	3.6978501688889623
HepG2	MAFK	45817	103413	32	2.0923510475711438	0.00033826335989015763	3.6967770431407366
HepG2	RAD21	45818	57316	21	2.3314610601800054	0.00094029357981198924	3.6963545698212663
HeLa	SETDB1	71056	110394	42	1.9555550725301436	0.00015868573370316831	3.6762765856326866
NHEK	MYC	8122	12113	6	3.773051769469959	0.012072028724058795	3.6747947378414073
A549	CEBPB	63607	4326	3	5.68794286657507	0.034732428403404043	3.659700495876961
MCF-7	MED1	49632	787	1	15.669185727742917	0.11995453214831843	3.6561733560995248
Kasumi-1	RUNX1	8479	6682	4	4.7073761869590109	0.023235361034070753	3.6515304732142806
HepG2	ATF1	63105	15461	8	3.2765250811861759	0.0074721532518867113	3.6410150722441483
T47D	HIF1A	49447	101751	35	2.0372284975406014	0.00029032415909196054	3.6312317324648354
MCF-7	ESR1	48456	835	1	15.490516534153205	0.1212509504486024	3.6224797200557909
HepG2	ATF1	63104	24100	11	2.8649529245872722	0.0041411749726699589	3.618425087517467
LoVo	RELA	42744	16389	9	3.1041855593751415	0.0061252935419463644	3.6163099610934109
A549	NR3C1	63110	6586	4	4.6687717486850726	0.02385110691603086	3.6068683793592433
GM12878	SREBF2	45607	4410	3	5.6199115157643122	0.035787188340988723	3.6020100407538567
HCT-116	RAD21	71321	90949	37	2.0199433088806709	0.00028242613790397403	3.5998997112207202
HCT-116	MYC	70805	8287	5	4.0929484355779175	0.017218330619497969	3.5864780380973219
MCF-7	EP300	33155	54304	20	2.3436797189519587	0.0012063156782332744	3.5862290439438297
GM2610	STAG1	42551	74418	34	2.0532703282783351	0.00035348427155897587	3.5825280734623274
LNCaP	AR	33921	9624	5	4.0810513810513811	0.0174093295684774	3.5693492123225303
HeLa	ELL2	49008	6460	4	4.6290389298714496	0.024506114413237472	3.5608514075450114
786-O	ARNT	5517	6960	4	4.6222840415582613	0.024618801908240584	3.55305741265588
MCF-7	YBX1	64704	4871	4	4.6177663583382795	0.024699709474998538	3.5476428125017159
HeLa	SETDB1	85129	9614	6	3.6986103824485852	0.013192210820210273	3.5469293915586743
HeLa-S3	MXI1	45774	33023	14	2.6025251580960314	0.0026979795917855309	3.544940862455089
T47D	FOXA1	2736	7032	4	4.6128150325442041	0.024778916419856776	3.5420882456803609
H1	SMAD2	87046	13889	8	3.2306374659505535	0.0080885385556352658	3.5395048985813452
LoVo	ASCL2	38812	4629	3	5.5435981193158534	0.037021036198331208	3.5371097312377719
LoVo	ATOH1	38856	4599	3	5.5332240734106044	0.037193257126386375	3.5282663657756121
Jurkat	REST	47867	4157	3	5.5332069718189096	0.037194903961006826	3.5282125317212917
MOLT-4	POLR2A	82833	8658	7	3.4229639240600722	0.010349502650934804	3.5240064259117185
HepG2	EZH2	45294	8415	5	4.0486134860168868	0.017948281057512843	3.5223830231422298
LNCaP	AR	50100	11900	6	3.683824204920199	0.013426436583031054	3.5216881025319999
K562	GTF2B	71925	3329	2	7.508890763683433	0.061613154396708166	3.5203555841718921
HepG2	RAD21	56038	68758	24	2.2151976358286278	0.00086206859272164556	3.5162678526828346
LNCaP	FOXA1	50274	6571	4	4.5900627487326568	0.025169968357733193	3.5156816406433922
293T	ZNF28	77143	12354	6	3.6802947648835036	0.013483209697367242	3.515654448848311
JHU-011	CTCF	85826	56325	22	2.2996447153422772	0.001189617901033354	3.5136375777237344
TIME	POLR2A	87447	3410	3	5.511828997089081	0.037556121732406097	3.5098930519856123
K562	KDM4B	64107	21812	10	2.9306310701645613	0.0055141942872739103	3.5034386840322892
A549	FOXA2	82935	48613	17	2.4803671008498465	0.0021233292239922493	3.5030872094827821
BG03	POLR2A	34013	30853	14	2.5902832664559017	0.0028114620255156071	3.5028963600344756
A549	CEBPB	63231	14318	7	3.4120002163760619	0.010512986341976146	3.5027668579028487
MDA-MB-231	TEAD4	55297	19221	9	3.0573197629434956	0.006726306393954866	3.5022050086784923
IMR90hTert	POLR3D	68062	165196	49	1.8694290533595879	0.00013482481519929646	3.4932609261702108
HepG2	GABPA	56043	8142	5	4.0059618302429802	0.018685869683255187	3.4606873244739882
KB	RELA	43313	14562	7	3.3888586903527202	0.01087727681796036	3.4572942443607002
HAP-1	SMC1A	75568	22414	11	2.8079914856782802	0.0047877481953581249	3.4555338835827958
H3396	ESR1	5542	871	1	14.621141314014974	0.12797802528458125	3.4553717214234968
LNCaP	AR	50273	13360	7	3.3862857087643183	0.010919277436718404	3.4521974553732336
HepG2	SP1	46234	58232	22	2.2777857368249266	0.0012538898107251044	3.4462001524327773
LNCaP	AR	67753	9718	5	3.990571264814625	0.018958874680028677	3.4385113365245605
MIN	ESR1	81804	7516	5	3.9850936057006345	0.019060543340227483	3.4304655883516973
HepG2	PPARGC1A	45799	2702	2	7.3359396804602293	0.064163215797951158	3.4290306631022835
HepG2	CREM	64798	40322	17	2.44913120510448	0.0022757777977706684	3.4153019703657409
MCF-7	FOXA1	68868	72155	26	2.168583014794716	0.00087581836903025887	3.4145672786354935
K562	RCOR1	45911	26387	11	2.7930258188325552	0.0049742105626364888	3.4130607194498269
T47D	EP300	53973	14252	7	3.3592312046845065	0.011364865899243939	3.3991284819026963
HepG2	MYC	8107	9603	5	3.9624293231960697	0.019473893066320715	3.3978056841990781
MCF-7	ESR1	6550	6988	4	4.4847423693445192	0.027078168087645672	3.3934186168327561
K562	H2AZ	45416	86751	33	2.0344671095264943	0.00049582455613277483	3.3861352951032593
MCF-7	ESR1	68872	5686	4	4.477895332989247	0.027211000208322258	3.3853671511488344
A549	CEBPB	62929	6954	4	4.4690671646068942	0.027377421015177621	3.3751910704468989
HCT-116	POLR2A	83344	15181	8	3.1538211015782811	0.0092481451939679974	3.37045253805117
HCC1954	NRF1	58940	21983	10	2.8800948105886794	0.0061907256120269348	3.3700592176576854
LoVo	ISL1	38807	901	1	14.175812619638728	0.13172105134759144	3.3676354181731277
LS180	VDR	5450	957	1	14.159627089027945	0.13186176207705647	3.3644114582995541
HepG2	MAFF	45801	107976	33	2.0290143027235503	0.0005059993567929501	3.3643346178986037
SUM149	BRD4	67798	6090	4	4.4563195279416759	0.027625416500072053	3.3603085277546101
HEK293T	EHMT2	56455	9857	5	3.9364558625697366	0.01996362016658516	3.3602523455222066
hMADS-3	KLF11	50415	31149	13	2.6102212910075289	0.003800353987705012	3.3499400778211628
MOLM-14	CDK8	56353	15442	8	3.1416623349228949	0.0094479884266754619	3.3437840097494677
HEK293	ZNF76	65206	4719	3	5.3165468467779533	0.041043298013486423	3.3427649988791069
IMR90	GTF2B	36362	7109	4	4.4382666228691203	0.027977050403651183	3.339370172990231
MCF-7	ESR1	54031	6632	4	4.43743332347041	0.027994336699909925	3.3383727397020977
MCF-7	CTCF	83249	96363	33	2.0195076446961862	0.00052588033750216949	3.3250324785870469
MCF-10A	POLR2A	45998	29155	14	2.5371007963163135	0.0033649763859104547	3.3217103598276018
LNCaP	AR	71167	34925	13	2.6009833769596407	0.0039111387067876175	3.3203515315829474
U2OS	CLOCK	68103	12010	6	3.5662033001713205	0.015487150397532942	3.3202962499168357
HepG2	ATF4	64176	9758	5	3.8996701086100307	0.020682854263755726	3.3070496917520519
K562	CTCF	47475	49391	18	2.3574081797295858	0.0021335600340211317	3.3044356765721841
LNCaP	ARID1A	88427	9206	5	3.8977828388826001	0.020721159062617623	3.3042962291953007
LNCaP-abl	POLR2A	58359	15075	8	3.1221076854692833	0.0097798491964679317	3.30092022369682
LNCaP	CSNK2A1	49193	8458	5	3.8946220883765239	0.02078543102008852	3.2996876344249457
K562	TSC22D4	64520	2095	2	7.0859047828961872	0.06813735047056429	3.2956307864764245
MCF-10A	NR3C1	83502	20789	10	2.8478751614495801	0.0066687642592213738	3.2854432352722802
MV4-11	BRD4	69761	38701	17	2.4045398353214882	0.0025527553269640681	3.2821061909669573
VCaP	EZH2	8663	3626	3	5.2418890466353254	0.042495649846286897	3.2783757879444867
MCF-7	EP300	2284	927	1	13.728569711887092	0.13570669983150095	3.277994641546518
HCT-116	SP1	70813	21322	11	2.7424085077295195	0.005668315074392527	3.2697207765187798
HEK293	ZNF788	64359	10494	6	3.5364754976494761	0.016065333737854139	3.2694291110420081
NCI-H3122	NKX2-1	36411	967	1	13.668936624352677	0.13625676218893156	3.2659190900381333
HCT-116	POLR2A	88092	705	1	13.587421109506815	0.13701175436881311	3.2494159738682331
HeLa	YY1	9213	4781	3	5.2064871962031143	0.043201705008305856	3.2479313173163096
MCF-7	FOXA1	33137	114303	35	1.9892899095528869	0.00053360453918123738	3.2474280311873737
PC-3	DNMT1	54106	2755	2	6.9960937936428138	0.069649458241164379	3.2474087823224265
Jurkat	KDM3A	49955	5078	3	5.2041361548367258	0.043248635126987365	3.245920140809919
HEK293	POLR2A	58837	13504	7	3.2800378550705243	0.012793209111424509	3.2440928298529584
LNCaP	E2F1	44316	17057	8	3.0941007979267541	0.010276627334180761	3.2397295890075941
A549	CEBPB	64280	7156	4	4.3470821561916786	0.029850619772217186	3.233171121172733
HEK293	CTCF	64041	41968	19	2.2914322580242033	0.0020230064181940327	3.2226997956162456
A549	CEBPB	63152	9633	5	3.8329467250435161	0.022067155878327364	3.2105713985248546
HepG2	RAD21	1471	34940	13	2.56481064223069	0.0043803887035902517	3.2048359993379716
GP5d	SMC3	42945	7199	4	4.3168325090631621	0.030506123596550143	3.1979026335782533
HeLa	GATAD1	1218	9783	5	3.8211066894981411	0.022323914205060061	3.1934625323916917
K562	ZBTB7A	86195	13835	6	3.4898001133051562	0.017019135293317669	3.1898751656658188
LNCaP	AR	68218	14587	8	3.0649192905222189	0.010826247086399132	3.175987027720733
HepG2	CREB1	56051	32684	13	2.5553983224840127	0.0045121965913567414	3.174898856130651
Jurkat	ARID5B	82963	11255	6	3.4807688430698733	0.017213465621185533	3.1743891506334542
HEK293	FOXM1	53262	5012	3	5.1117738848362313	0.045180222990926989	3.1660148363133777
K562	WHSC1	8786	5133	3	5.1025353954880206	0.04537931235570261	3.1580148673827338
K562	WHSC1	45389	5133	3	5.1025353954880206	0.04537931235570261	3.1580148673827338
Raji	POLR2A	81321	41003	16	2.426370253944286	0.0033923487787269091	3.15799526409698
K562	REST	55740	4480	3	5.0986852855294256	0.045464669945519278	3.1546341810198108
H3396	ESR1	5547	9625	5	3.7893684142514825	0.023030416405170119	3.1475862093326199
HEK293	FOXM1	53256	15245	7	3.2247175646526633	0.013909156281973355	3.1362858240803689
MCF-7	CTCFL	55785	25116	10	2.7893631320126024	0.0076400169487579815	3.1328844201836929
HeLa	POLR2A	85294	18310	10	2.7876324321018728	0.0076728781949693419	3.128231999407025
MCF-7	EP300	54009	44458	17	2.3557620375002979	0.0029495416445290565	3.1278737991404626
HEK293	ZNF423	63679	8257	5	3.7709699105555154	0.023453775976532015	3.1209376456457637
K562	CTCF	45912	50420	18	2.3055968631053601	0.0025728145943937007	3.1208210308857301
MCF-10A	MYC	54517	5235	3	5.0594472179245615	0.046324575660180482	3.1206400261453743
LoVo	MNT	38824	11167	6	3.4486094665812024	0.017919557571522609	3.1195832569752454
HeLa	GTF2B	56962	10068	5	3.7686927217928812	0.023504284994427838	3.1177290813154254
HEK293	TRIM28	1174	5134	3	5.0533039440416143	0.046461750299146647	3.1153001734767061
HepG2	NR2C2	45800	4718	3	5.0521122205999083	0.046489546535023396	3.1142396324755321
HCT-116	BRD4	67539	3725	3	5.0472264661575315	0.046602771853363132	3.1099121385896237
K562	RUNX1	2122	5183	3	5.0389070958639977	0.046784592590559188	3.1027974749976244
MCF-7	MYC	45980	169248	49	1.8162623887711695	0.00025072971454817541	3.1001852778843416
MOLM-14	CDK8	57169	64744	26	2.0871735613078957	0.0012041177967729248	3.0990175262828108
CUTLL1	ZNF143	396	9388	5	3.7433576250711798	0.024102128265785693	3.0811051189714163
K562	GATA1	88355	12678	6	3.4246632787784077	0.018465600651850341	3.0788729068203749
HepG2	ESRRA	45796	7673	4	4.2123001176419326	0.032911957782771738	3.075910178932173
A549	CEBPB	63004	12361	6	3.4223157996615856	0.018520513460071914	3.0748689256782509
MCF-7	ESR1	48170	15692	7	3.1925005655340901	0.014609560307997442	3.073658084158209
MCF-7	GREB1	36810	2826	2	6.6684588155207631	0.075628090561014049	3.0694404984366575
293T	ZNF133	77175	8209	4	4.2033205686227459	0.033128643134194584	3.0654417790284153
NB4	RARA	2464	5561	3	4.9954395155619684	0.047776951257975526	3.0650210473395475
Raji	POLR2A	9311	9808	5	3.7304527818603703	0.02441264671923158	3.0624849087691094
K562	ZNF384	45922	51124	18	2.2892364361927449	0.0027384659938708857	3.0618365561038605
T47D	EP300	53967	4772	3	4.9884725619848052	0.04794080145237474	3.0589142595659445
HEK293T	TET2	33992	9653	5	3.7275185257359578	0.024484200824881931	3.0582417307920909
GM12878	BHLHE40	45632	61830	22	2.1667968640233792	0.0018520334907243992	3.0481123425055408
K562	CTCF	47477	40297	15	2.4553429208040209	0.0045366852909036079	3.0366898589950388
K562	CTCF	45913	40297	15	2.4553429208040209	0.0045366852909036079	3.0366898589950388
MV4-11	POLR2A	69762	10348	6	3.3979204023638676	0.01910172037624165	3.033308978576032
MDA-MB-468	MAX	74426	8014	5	3.7027769342376087	0.025098293359365564	3.0224442073514541
MM	B_Lymphoblast_Blood	CTCF.63479	45522	18	2.274649957918438	0.002898720278186681	3.0089212552575887
GM12878	EBNA2	67859	9512	4	4.149930616401563	0.034457306935366729	3.00308899884657
MCF-7	NR3C1	68877	24405	11	2.645687904088275	0.007295536683164063	2.9995044942490592
LNCaP	RELA	71229	10384	5	3.6817617782935703	0.025628946694603749	2.992216767883738
LNCaP-abl	POLR2A	58352	26627	13	2.4951243554542972	0.0054605772016525484	2.9848351470930561
MCF-7	H2AZ	76118	29884	15	2.4315920924615098	0.0047460975813575211	2.9787068947841762
A549	CEBPB	64398	15143	7	3.1405208770647444	0.015825270791093473	2.9728782014968521
TT	SOX2	44227	7615	4	4.1216631971977673	0.035190781932983121	2.9699751303258391
HeLa	E2F1	1212	9954	5	3.6616821559535127	0.026152029091557494	2.9632315476933347
